origin_domestic_price_area_code,origin_domestic_price_area,destination_intl_price_area_id,destination_intl_price_area,season,hhg_shipping_linehaul_price,ub_price
US25,Virginia,PO01,Azores,Peak,$18.03,$52.52
US25,Virginia,QA,Qatar,NonPeak,$16.05,$34.33
US25,Virginia,QA,Qatar,Peak,$18.94,$40.51
US25,Virginia,RO,Romania,NonPeak,$16.80,$31.74
US25,Virginia,RO,Romania,Peak,$19.82,$37.45
US25,Virginia,RQ,Puerto Rico,NonPeak,$17.57,$44.62
US25,Virginia,RQ,Puerto Rico,Peak,$20.73,$52.65
US25,Virginia,SA,Saudi Arabia,NonPeak,$18.33,$34.45
US25,Virginia,SA,Saudi Arabia,Peak,$21.63,$40.65
US25,Virginia,SN,Singapore,NonPeak,$24.38,$31.91
US25,Virginia,SN,Singapore,Peak,$28.77,$37.65
US25,Virginia,SP,Spain,NonPeak,$16.00,$44.74
US25,Virginia,SP,Spain,Peak,$18.88,$52.79
US25,Virginia,TU,Turkey,NonPeak,$27.63,$34.56
US25,Virginia,TU,Turkey,Peak,$32.60,$40.78
US25,Virginia,UK,United Kingdom,NonPeak,$29.28,$32.09
US25,Virginia,UK,United Kingdom,Peak,$34.55,$37.87
US25,Virginia,US8030400,Alaska (Zone) IV,NonPeak,$30.90,$44.91
US25,Virginia,US8030400,Alaska (Zone) IV,Peak,$36.46,$52.99
US25,Virginia,US8050500,Alaska (Zone) III,NonPeak,$15.28,$34.74
US25,Virginia,US8050500,Alaska (Zone) III,Peak,$18.03,$40.99
US25,Virginia,US8101000,Alaska (Zone) I,NonPeak,$16.05,$32.26
US25,Virginia,US8101000,Alaska (Zone) I,Peak,$18.94,$38.07
US25,Virginia,US8190100,Alaska (Zone) II,NonPeak,$16.80,$45.09
US25,Virginia,US8190100,Alaska (Zone) II,Peak,$19.82,$53.21
US25,Virginia,US89,Hawaii,NonPeak,$17.57,$34.90
US25,Virginia,US89,Hawaii,Peak,$20.73,$41.18
US25,Virginia,UY,Uruguay,NonPeak,$18.33,$32.44
US25,Virginia,UY,Uruguay,Peak,$21.63,$38.28
US25,Virginia,VE,Venezuela,NonPeak,$24.38,$43.94
US25,Virginia,VE,Venezuela,Peak,$28.77,$51.85
US27,West Virginia,AR,Argentina,NonPeak,$16.00,$33.70
US27,West Virginia,AR,Argentina,Peak,$18.88,$39.77
US27,West Virginia,AS11,New South Wales/Australian Capital Territory,NonPeak,$27.63,$31.29
US27,West Virginia,AS11,New South Wales/Australian Capital Territory,Peak,$32.60,$36.92
US27,West Virginia,AS21,Northern Territory,NonPeak,$29.28,$44.05
US27,West Virginia,AS21,Northern Territory,Peak,$34.55,$51.98
US27,West Virginia,BA,Bahrain,NonPeak,$30.90,$33.75
US27,West Virginia,BA,Bahrain,Peak,$36.46,$39.82
US27,West Virginia,BE,Belgium,NonPeak,$15.28,$31.40
US27,West Virginia,BE,Belgium,Peak,$18.03,$37.05
US27,West Virginia,BL,Bolivia,NonPeak,$16.05,$44.17
US27,West Virginia,BL,Bolivia,Peak,$18.94,$52.12
US27,West Virginia,BR,Brazil - Brazilia,NonPeak,$16.80,$33.98
US27,West Virginia,BR,Brazil - Brazilia,Peak,$19.82,$40.10
US27,West Virginia,CA10,Ontario,NonPeak,$17.57,$31.45
US27,West Virginia,CA10,Ontario,Peak,$20.73,$37.11
US27,West Virginia,CA20,Quebec,NonPeak,$18.33,$44.28
US27,West Virginia,CA20,Quebec,Peak,$21.63,$52.25
US27,West Virginia,CA30,Manitoba,NonPeak,$24.38,$34.11
US27,West Virginia,CA30,Manitoba,Peak,$28.77,$40.25
US27,West Virginia,CI,Chile,NonPeak,$16.00,$31.63
US27,West Virginia,CI,Chile,Peak,$18.88,$37.32
US27,West Virginia,CO,Colombia,NonPeak,$27.63,$44.51
US27,West Virginia,CO,Colombia,Peak,$32.60,$52.52
US27,West Virginia,CS,Costa Rica,NonPeak,$29.28,$34.33
US27,West Virginia,CS,Costa Rica,Peak,$34.55,$40.51
US27,West Virginia,EC,Ecuador,NonPeak,$30.90,$31.74
US27,West Virginia,EC,Ecuador,Peak,$36.46,$37.45
US27,West Virginia,ES,El Salvador,NonPeak,$15.28,$44.62
US27,West Virginia,ES,El Salvador,Peak,$18.03,$52.65
US27,West Virginia,GE,Germany,NonPeak,$16.05,$34.45
US27,West Virginia,GE,Germany,Peak,$18.94,$40.65
US27,West Virginia,GQ,Guam,NonPeak,$16.80,$31.91
US27,West Virginia,GQ,Guam,Peak,$19.82,$37.65
US27,West Virginia,GR,Greece,NonPeak,$17.57,$44.74
US27,West Virginia,GR,Greece,Peak,$20.73,$52.79
US27,West Virginia,GR29,Crete,NonPeak,$18.33,$34.56
US27,West Virginia,GR29,Crete,Peak,$21.63,$40.78
US27,West Virginia,GT,Guatemala,NonPeak,$24.38,$32.09
US27,West Virginia,GT,Guatemala,Peak,$28.77,$37.87
US27,West Virginia,HO,Honduras,NonPeak,$16.00,$44.91
US27,West Virginia,HO,Honduras,Peak,$18.88,$52.99
US27,West Virginia,HU,Hungary,NonPeak,$27.63,$34.74
US27,West Virginia,HU,Hungary,Peak,$32.60,$40.99
US27,West Virginia,IT,Italy,NonPeak,$29.28,$32.26
US27,West Virginia,IT,Italy,Peak,$34.55,$38.07
US27,West Virginia,IT10,Sicily,NonPeak,$30.90,$45.09
US27,West Virginia,IT10,Sicily,Peak,$36.46,$53.21
US27,West Virginia,JA01,Japan-Central,NonPeak,$15.28,$34.90
US27,West Virginia,JA01,Japan-Central,Peak,$18.03,$41.18
US27,West Virginia,JA02,Japan-South (Excludes Hokkaido),NonPeak,$16.05,$32.44
US27,West Virginia,JA02,Japan-South (Excludes Hokkaido),Peak,$18.94,$38.28
US27,West Virginia,JA03,Japan-North,NonPeak,$16.80,$43.94
US27,West Virginia,JA03,Japan-North,Peak,$19.82,$51.85
US27,West Virginia,JA96,Okinawa,NonPeak,$17.57,$33.70
US27,West Virginia,JA96,Okinawa,Peak,$20.73,$39.77
US27,West Virginia,KS,"Korea, Republic Of",NonPeak,$18.33,$31.29
US27,West Virginia,KS,"Korea, Republic Of",Peak,$21.63,$36.92
US27,West Virginia,KU,Kuwait,NonPeak,$24.38,$44.05
US27,West Virginia,KU,Kuwait,Peak,$28.77,$51.98
US27,West Virginia,NL,Netherlands,NonPeak,$16.00,$33.75
US27,West Virginia,NL,Netherlands,Peak,$18.88,$39.82
US27,West Virginia,NO,Norway,NonPeak,$27.63,$31.40
US27,West Virginia,NO,Norway,Peak,$32.60,$37.05
US27,West Virginia,PA,Paraguay,NonPeak,$29.28,$44.17
US27,West Virginia,PA,Paraguay,Peak,$34.55,$52.12
US27,West Virginia,PE,Peru,NonPeak,$30.90,$33.98
US27,West Virginia,PE,Peru,Peak,$36.46,$40.10
US27,West Virginia,PL,Poland,NonPeak,$15.28,$31.45
US27,West Virginia,PL,Poland,Peak,$18.03,$37.11
US27,West Virginia,PO,Portugal,NonPeak,$16.05,$44.28
US27,West Virginia,PO,Portugal,Peak,$18.94,$52.25
US27,West Virginia,PO01,Azores,NonPeak,$16.80,$34.11
US27,West Virginia,PO01,Azores,Peak,$19.82,$40.25
US27,West Virginia,QA,Qatar,NonPeak,$17.57,$31.63
US27,West Virginia,QA,Qatar,Peak,$20.73,$37.32
US27,West Virginia,RO,Romania,NonPeak,$18.33,$44.51
US27,West Virginia,RO,Romania,Peak,$21.63,$52.52
US27,West Virginia,RQ,Puerto Rico,NonPeak,$24.38,$34.33
US27,West Virginia,RQ,Puerto Rico,Peak,$28.77,$40.51
US27,West Virginia,SA,Saudi Arabia,NonPeak,$16.00,$31.74
US27,West Virginia,SA,Saudi Arabia,Peak,$18.88,$37.45
US27,West Virginia,SN,Singapore,NonPeak,$27.63,$44.62
US27,West Virginia,SN,Singapore,Peak,$32.60,$52.65
US27,West Virginia,SP,Spain,NonPeak,$29.28,$34.45
US27,West Virginia,SP,Spain,Peak,$34.55,$40.65
US27,West Virginia,TU,Turkey,NonPeak,$30.90,$31.91
US27,West Virginia,TU,Turkey,Peak,$36.46,$37.65
US27,West Virginia,UK,United Kingdom,NonPeak,$15.28,$44.74
US27,West Virginia,UK,United Kingdom,Peak,$18.03,$52.79
US27,West Virginia,US8030400,Alaska (Zone) IV,NonPeak,$16.05,$34.56
US27,West Virginia,US8030400,Alaska (Zone) IV,Peak,$18.94,$40.78
US27,West Virginia,US8050500,Alaska (Zone) III,NonPeak,$16.80,$32.09
US27,West Virginia,US8050500,Alaska (Zone) III,Peak,$19.82,$37.87
US27,West Virginia,US8101000,Alaska (Zone) I,NonPeak,$17.57,$44.91
US27,West Virginia,US8101000,Alaska (Zone) I,Peak,$20.73,$52.99
US27,West Virginia,US8190100,Alaska (Zone) II,NonPeak,$18.33,$34.74
US27,West Virginia,US8190100,Alaska (Zone) II,Peak,$21.63,$40.99
US27,West Virginia,US89,Hawaii,NonPeak,$24.38,$32.26
US27,West Virginia,US89,Hawaii,Peak,$28.77,$38.07
US27,West Virginia,UY,Uruguay,NonPeak,$16.00,$45.09
US27,West Virginia,UY,Uruguay,Peak,$18.88,$53.21
US27,West Virginia,VE,Venezuela,NonPeak,$27.63,$34.90
US27,West Virginia,VE,Venezuela,Peak,$32.60,$41.18
US28,Kentucky,AR,Argentina,NonPeak,$29.28,$32.44
US28,Kentucky,AR,Argentina,Peak,$34.55,$38.28
US28,Kentucky,AS11,New South Wales/Australian Capital Territory,NonPeak,$30.90,$43.94
US28,Kentucky,AS11,New South Wales/Australian Capital Territory,Peak,$36.46,$51.85
US28,Kentucky,AS21,Northern Territory,NonPeak,$15.28,$33.70
US28,Kentucky,AS21,Northern Territory,Peak,$18.03,$39.77
US28,Kentucky,BA,Bahrain,NonPeak,$16.05,$31.29
US28,Kentucky,BA,Bahrain,Peak,$18.94,$36.92
US28,Kentucky,BE,Belgium,NonPeak,$16.80,$44.05
US28,Kentucky,BE,Belgium,Peak,$19.82,$51.98
US28,Kentucky,BL,Bolivia,NonPeak,$17.57,$33.75
US28,Kentucky,BL,Bolivia,Peak,$20.73,$39.82
US28,Kentucky,BR,Brazil - Brazilia,NonPeak,$18.33,$31.40
US28,Kentucky,BR,Brazil - Brazilia,Peak,$21.63,$37.05
US28,Kentucky,CA10,Ontario,NonPeak,$24.38,$44.17
US28,Kentucky,CA10,Ontario,Peak,$28.77,$52.12
US28,Kentucky,CA20,Quebec,NonPeak,$16.00,$33.98
US28,Kentucky,CA20,Quebec,Peak,$18.88,$40.10
US28,Kentucky,CA30,Manitoba,NonPeak,$27.63,$31.45
US28,Kentucky,CA30,Manitoba,Peak,$32.60,$37.11
US28,Kentucky,CI,Chile,NonPeak,$29.28,$44.28
US28,Kentucky,CI,Chile,Peak,$34.55,$52.25
US28,Kentucky,CO,Colombia,NonPeak,$30.90,$34.11
US28,Kentucky,CO,Colombia,Peak,$36.46,$40.25
US28,Kentucky,CS,Costa Rica,NonPeak,$15.28,$31.63
US28,Kentucky,CS,Costa Rica,Peak,$18.03,$37.32
US28,Kentucky,EC,Ecuador,NonPeak,$16.05,$44.51
US28,Kentucky,EC,Ecuador,Peak,$18.94,$52.52
US28,Kentucky,ES,El Salvador,NonPeak,$16.80,$34.33
US28,Kentucky,ES,El Salvador,Peak,$19.82,$40.51
US28,Kentucky,GE,Germany,NonPeak,$17.57,$31.74
US28,Kentucky,GE,Germany,Peak,$20.73,$37.45
US28,Kentucky,GQ,Guam,NonPeak,$18.33,$44.62
US28,Kentucky,GQ,Guam,Peak,$21.63,$52.65
US28,Kentucky,GR,Greece,NonPeak,$24.38,$34.45
US28,Kentucky,GR,Greece,Peak,$28.77,$40.65
US28,Kentucky,GR29,Crete,NonPeak,$16.00,$31.91
US28,Kentucky,GR29,Crete,Peak,$18.88,$37.65
US28,Kentucky,GT,Guatemala,NonPeak,$27.63,$44.74
US28,Kentucky,GT,Guatemala,Peak,$32.60,$52.79
US28,Kentucky,HO,Honduras,NonPeak,$29.28,$34.56
US28,Kentucky,HO,Honduras,Peak,$34.55,$40.78
US28,Kentucky,HU,Hungary,NonPeak,$30.90,$32.09
US28,Kentucky,HU,Hungary,Peak,$36.46,$37.87
US28,Kentucky,IT,Italy,NonPeak,$15.28,$44.91
US28,Kentucky,IT,Italy,Peak,$18.03,$52.99
US28,Kentucky,IT10,Sicily,NonPeak,$16.05,$34.74
US28,Kentucky,IT10,Sicily,Peak,$18.94,$40.99
US28,Kentucky,JA01,Japan-Central,NonPeak,$16.80,$32.26
US28,Kentucky,JA01,Japan-Central,Peak,$19.82,$38.07
US28,Kentucky,JA02,Japan-South (Excludes Hokkaido),NonPeak,$17.57,$45.09
US28,Kentucky,JA02,Japan-South (Excludes Hokkaido),Peak,$20.73,$53.21
US28,Kentucky,JA03,Japan-North,NonPeak,$18.33,$34.90
US28,Kentucky,JA03,Japan-North,Peak,$21.63,$41.18
US28,Kentucky,JA96,Okinawa,NonPeak,$24.38,$32.44
US28,Kentucky,JA96,Okinawa,Peak,$28.77,$38.28
US28,Kentucky,KS,"Korea, Republic Of",NonPeak,$16.00,$43.94
US28,Kentucky,KS,"Korea, Republic Of",Peak,$18.88,$51.85
US28,Kentucky,KU,Kuwait,NonPeak,$27.63,$33.70
US28,Kentucky,KU,Kuwait,Peak,$32.60,$39.77
US28,Kentucky,NL,Netherlands,NonPeak,$29.28,$31.29
US28,Kentucky,NL,Netherlands,Peak,$34.55,$36.92
US28,Kentucky,NO,Norway,NonPeak,$30.90,$44.05
US28,Kentucky,NO,Norway,Peak,$36.46,$51.98
US28,Kentucky,PA,Paraguay,NonPeak,$15.28,$33.75
US28,Kentucky,PA,Paraguay,Peak,$18.03,$39.82
US28,Kentucky,PE,Peru,NonPeak,$16.05,$31.40
US28,Kentucky,PE,Peru,Peak,$18.94,$37.05
US28,Kentucky,PL,Poland,NonPeak,$16.80,$44.17
US28,Kentucky,PL,Poland,Peak,$19.82,$52.12
US28,Kentucky,PO,Portugal,NonPeak,$17.57,$33.98
US28,Kentucky,PO,Portugal,Peak,$20.73,$40.10
US28,Kentucky,PO01,Azores,NonPeak,$18.33,$31.45
US28,Kentucky,PO01,Azores,Peak,$21.63,$37.11
US28,Kentucky,QA,Qatar,NonPeak,$24.38,$44.28
US28,Kentucky,QA,Qatar,Peak,$28.77,$52.25
US28,Kentucky,RO,Romania,NonPeak,$16.00,$34.11
US28,Kentucky,RO,Romania,Peak,$18.88,$40.25
US28,Kentucky,RQ,Puerto Rico,NonPeak,$27.63,$31.63
US28,Kentucky,RQ,Puerto Rico,Peak,$32.60,$37.32
US28,Kentucky,SA,Saudi Arabia,NonPeak,$29.28,$44.51
US28,Kentucky,SA,Saudi Arabia,Peak,$34.55,$52.52
US28,Kentucky,SN,Singapore,NonPeak,$30.90,$34.33
US28,Kentucky,SN,Singapore,Peak,$36.46,$40.51
US28,Kentucky,SP,Spain,NonPeak,$15.28,$31.74
US28,Kentucky,SP,Spain,Peak,$18.03,$37.45
US28,Kentucky,TU,Turkey,NonPeak,$16.05,$44.62
US28,Kentucky,TU,Turkey,Peak,$18.94,$52.65
US28,Kentucky,UK,United Kingdom,NonPeak,$16.80,$34.45
US28,Kentucky,UK,United Kingdom,Peak,$19.82,$40.65
US28,Kentucky,US8030400,Alaska (Zone) IV,NonPeak,$17.57,$31.91
US28,Kentucky,US8030400,Alaska (Zone) IV,Peak,$20.73,$37.65
US28,Kentucky,US8050500,Alaska (Zone) III,NonPeak,$18.33,$44.74
US28,Kentucky,US8050500,Alaska (Zone) III,Peak,$21.63,$52.79
US28,Kentucky,US8101000,Alaska (Zone) I,NonPeak,$24.38,$34.56
US28,Kentucky,US8101000,Alaska (Zone) I,Peak,$28.77,$40.78
US28,Kentucky,US8190100,Alaska (Zone) II,NonPeak,$16.00,$32.09
US28,Kentucky,US8190100,Alaska (Zone) II,Peak,$18.88,$37.87
US28,Kentucky,US89,Hawaii,NonPeak,$27.63,$44.91
US28,Kentucky,US89,Hawaii,Peak,$32.60,$52.99
US28,Kentucky,UY,Uruguay,NonPeak,$29.28,$34.74
US28,Kentucky,UY,Uruguay,Peak,$34.55,$40.99
US28,Kentucky,VE,Venezuela,NonPeak,$30.90,$32.26
US28,Kentucky,VE,Venezuela,Peak,$36.46,$38.07
US30,Michigan,AR,Argentina,NonPeak,$15.28,$45.09
US30,Michigan,AR,Argentina,Peak,$18.03,$53.21
US30,Michigan,AS11,New South Wales/Australian Capital Territory,NonPeak,$16.05,$34.90
US30,Michigan,AS11,New South Wales/Australian Capital Territory,Peak,$18.94,$41.18
US30,Michigan,AS21,Northern Territory,NonPeak,$16.80,$32.44
US30,Michigan,AS21,Northern Territory,Peak,$19.82,$38.28
US30,Michigan,BA,Bahrain,NonPeak,$17.57,$43.94
US30,Michigan,BA,Bahrain,Peak,$20.73,$51.85
US30,Michigan,BE,Belgium,NonPeak,$18.33,$33.70
US30,Michigan,BE,Belgium,Peak,$21.63,$39.77
US30,Michigan,BL,Bolivia,NonPeak,$24.38,$31.29
US30,Michigan,BL,Bolivia,Peak,$28.77,$36.92
US30,Michigan,BR,Brazil - Brazilia,NonPeak,$16.00,$44.05
US30,Michigan,BR,Brazil - Brazilia,Peak,$18.88,$51.98
US30,Michigan,CA10,Ontario,NonPeak,$27.63,$33.75
US30,Michigan,CA10,Ontario,Peak,$32.60,$39.82
US30,Michigan,CA20,Quebec,NonPeak,$29.28,$31.40
US30,Michigan,CA20,Quebec,Peak,$34.55,$37.05
US30,Michigan,CA30,Manitoba,NonPeak,$30.90,$44.17
US30,Michigan,CA30,Manitoba,Peak,$36.46,$52.12
US30,Michigan,CI,Chile,NonPeak,$15.28,$33.98
US30,Michigan,CI,Chile,Peak,$18.03,$40.10
US30,Michigan,CO,Colombia,NonPeak,$16.05,$31.45
US30,Michigan,CO,Colombia,Peak,$18.94,$37.11
US30,Michigan,CS,Costa Rica,NonPeak,$16.80,$44.28
US30,Michigan,CS,Costa Rica,Peak,$19.82,$52.25
US30,Michigan,EC,Ecuador,NonPeak,$17.57,$34.11
US30,Michigan,EC,Ecuador,Peak,$20.73,$40.25
US30,Michigan,ES,El Salvador,NonPeak,$18.33,$31.63
US30,Michigan,ES,El Salvador,Peak,$21.63,$37.32
US30,Michigan,GE,Germany,NonPeak,$24.38,$44.51
US30,Michigan,GE,Germany,Peak,$28.77,$52.52
US30,Michigan,GQ,Guam,NonPeak,$16.00,$34.33
US30,Michigan,GQ,Guam,Peak,$18.88,$40.51
US30,Michigan,GR,Greece,NonPeak,$27.63,$31.74
US30,Michigan,GR,Greece,Peak,$32.60,$37.45
US30,Michigan,GR29,Crete,NonPeak,$29.28,$44.62
US30,Michigan,GR29,Crete,Peak,$34.55,$52.65
US30,Michigan,GT,Guatemala,NonPeak,$30.90,$34.45
US30,Michigan,GT,Guatemala,Peak,$36.46,$40.65
US30,Michigan,HO,Honduras,NonPeak,$15.28,$31.91
US30,Michigan,HO,Honduras,Peak,$18.03,$37.65
US30,Michigan,HU,Hungary,NonPeak,$16.05,$44.74
US30,Michigan,HU,Hungary,Peak,$18.94,$52.79
US30,Michigan,IT,Italy,NonPeak,$16.80,$34.56
US30,Michigan,IT,Italy,Peak,$19.82,$40.78
US30,Michigan,IT10,Sicily,NonPeak,$17.57,$32.09
US30,Michigan,IT10,Sicily,Peak,$20.73,$37.87
US30,Michigan,JA01,Japan-Central,NonPeak,$18.33,$44.91
US30,Michigan,JA01,Japan-Central,Peak,$21.63,$52.99
US30,Michigan,JA02,Japan-South (Excludes Hokkaido),NonPeak,$24.38,$34.74
US30,Michigan,JA02,Japan-South (Excludes Hokkaido),Peak,$28.77,$40.99
US30,Michigan,JA03,Japan-North,NonPeak,$16.00,$32.26
US30,Michigan,JA03,Japan-North,Peak,$18.88,$38.07
US30,Michigan,JA96,Okinawa,NonPeak,$27.63,$45.09
US30,Michigan,JA96,Okinawa,Peak,$32.60,$53.21
US30,Michigan,KS,"Korea, Republic Of",NonPeak,$29.28,$34.90
US30,Michigan,KS,"Korea, Republic Of",Peak,$34.55,$41.18
US30,Michigan,KU,Kuwait,NonPeak,$30.90,$32.44
US30,Michigan,KU,Kuwait,Peak,$36.46,$38.28
US30,Michigan,NL,Netherlands,NonPeak,$15.28,$43.94
US30,Michigan,NL,Netherlands,Peak,$18.03,$51.85
US30,Michigan,NO,Norway,NonPeak,$16.05,$33.70
US30,Michigan,NO,Norway,Peak,$18.94,$39.77
US30,Michigan,PA,Paraguay,NonPeak,$16.80,$31.29
US30,Michigan,PA,Paraguay,Peak,$19.82,$36.92
US30,Michigan,PE,Peru,NonPeak,$17.57,$44.05
US30,Michigan,PE,Peru,Peak,$20.73,$51.98
US30,Michigan,PL,Poland,NonPeak,$18.33,$33.75
US30,Michigan,PL,Poland,Peak,$21.63,$39.82
US30,Michigan,PO,Portugal,NonPeak,$24.38,$31.40
US30,Michigan,PO,Portugal,Peak,$28.77,$37.05
US30,Michigan,PO01,Azores,NonPeak,$16.00,$44.17
US30,Michigan,PO01,Azores,Peak,$18.88,$52.12
US30,Michigan,QA,Qatar,NonPeak,$27.63,$33.98
US30,Michigan,QA,Qatar,Peak,$32.60,$40.10
US30,Michigan,RO,Romania,NonPeak,$29.28,$31.45
US30,Michigan,RO,Romania,Peak,$34.55,$37.11
US30,Michigan,RQ,Puerto Rico,NonPeak,$30.90,$44.28
US30,Michigan,RQ,Puerto Rico,Peak,$36.46,$52.25
US30,Michigan,SA,Saudi Arabia,NonPeak,$15.28,$34.11
US30,Michigan,SA,Saudi Arabia,Peak,$18.03,$40.25
US30,Michigan,SN,Singapore,NonPeak,$16.05,$31.63
US30,Michigan,SN,Singapore,Peak,$18.94,$37.32
US30,Michigan,SP,Spain,NonPeak,$16.80,$44.51
US30,Michigan,SP,Spain,Peak,$19.82,$52.52
US30,Michigan,TU,Turkey,NonPeak,$17.57,$34.33
US30,Michigan,TU,Turkey,Peak,$20.73,$40.51
US30,Michigan,UK,United Kingdom,NonPeak,$18.33,$31.74
US30,Michigan,UK,United Kingdom,Peak,$21.63,$37.45
US30,Michigan,US8030400,Alaska (Zone) IV,NonPeak,$24.38,$44.62
US30,Michigan,US8030400,Alaska (Zone) IV,Peak,$28.77,$52.65
US30,Michigan,US8050500,Alaska (Zone) III,NonPeak,$16.00,$34.45
US30,Michigan,US8050500,Alaska (Zone) III,Peak,$18.88,$40.65
US30,Michigan,US8101000,Alaska (Zone) I,NonPeak,$27.63,$31.91
US30,Michigan,US8101000,Alaska (Zone) I,Peak,$32.60,$37.65
US30,Michigan,US8190100,Alaska (Zone) II,NonPeak,$29.28,$44.74
US30,Michigan,US8190100,Alaska (Zone) II,Peak,$34.55,$52.79
US30,Michigan,US89,Hawaii,NonPeak,$30.90,$34.56
US30,Michigan,US89,Hawaii,Peak,$36.46,$40.78
US30,Michigan,UY,Uruguay,NonPeak,$15.28,$32.09
US30,Michigan,UY,Uruguay,Peak,$18.03,$37.87
US30,Michigan,VE,Venezuela,NonPeak,$16.05,$44.91
US30,Michigan,VE,Venezuela,Peak,$18.94,$52.99
US32,Wisconsin,AR,Argentina,NonPeak,$16.80,$34.74
US32,Wisconsin,AR,Argentina,Peak,$19.82,$40.99
US32,Wisconsin,AS11,New South Wales/Australian Capital Territory,NonPeak,$17.57,$32.26
US32,Wisconsin,AS11,New South Wales/Australian Capital Territory,Peak,$20.73,$38.07
US32,Wisconsin,AS21,Northern Territory,NonPeak,$18.33,$45.09
US32,Wisconsin,AS21,Northern Territory,Peak,$21.63,$53.21
US32,Wisconsin,BA,Bahrain,NonPeak,$24.38,$34.90
US32,Wisconsin,BA,Bahrain,Peak,$28.77,$41.18
US32,Wisconsin,BE,Belgium,NonPeak,$16.00,$32.44
US32,Wisconsin,BE,Belgium,Peak,$18.88,$38.28
US32,Wisconsin,BL,Bolivia,NonPeak,$27.63,$43.94
US32,Wisconsin,BL,Bolivia,Peak,$32.60,$51.85
US32,Wisconsin,BR,Brazil - Brazilia,NonPeak,$29.28,$33.70
US32,Wisconsin,BR,Brazil - Brazilia,Peak,$34.55,$39.77
US32,Wisconsin,CA10,Ontario,NonPeak,$30.90,$31.29
US32,Wisconsin,CA10,Ontario,Peak,$36.46,$36.92
US32,Wisconsin,CA20,Quebec,NonPeak,$15.28,$44.05
US32,Wisconsin,CA20,Quebec,Peak,$18.03,$51.98
US32,Wisconsin,CA30,Manitoba,NonPeak,$16.05,$33.75
US32,Wisconsin,CA30,Manitoba,Peak,$18.94,$39.82
US32,Wisconsin,CI,Chile,NonPeak,$16.80,$31.40
US32,Wisconsin,CI,Chile,Peak,$19.82,$37.05
US32,Wisconsin,CO,Colombia,NonPeak,$17.57,$44.17
US32,Wisconsin,CO,Colombia,Peak,$20.73,$52.12
US32,Wisconsin,CS,Costa Rica,NonPeak,$18.33,$33.98
US32,Wisconsin,CS,Costa Rica,Peak,$21.63,$40.10
US32,Wisconsin,EC,Ecuador,NonPeak,$24.38,$31.45
US32,Wisconsin,EC,Ecuador,Peak,$28.77,$37.11
US32,Wisconsin,ES,El Salvador,NonPeak,$16.00,$44.28
US32,Wisconsin,ES,El Salvador,Peak,$18.88,$52.25
US32,Wisconsin,GE,Germany,NonPeak,$27.63,$34.11
US32,Wisconsin,GE,Germany,Peak,$32.60,$40.25
US32,Wisconsin,GQ,Guam,NonPeak,$29.28,$31.63
US32,Wisconsin,GQ,Guam,Peak,$34.55,$37.32
US32,Wisconsin,GR,Greece,NonPeak,$30.90,$44.51
US32,Wisconsin,GR,Greece,Peak,$36.46,$52.52
US32,Wisconsin,GR29,Crete,NonPeak,$15.28,$34.33
US32,Wisconsin,GR29,Crete,Peak,$18.03,$40.51
US32,Wisconsin,GT,Guatemala,NonPeak,$16.05,$31.74
US32,Wisconsin,GT,Guatemala,Peak,$18.94,$37.45
US32,Wisconsin,HO,Honduras,NonPeak,$16.80,$44.62
US32,Wisconsin,HO,Honduras,Peak,$19.82,$52.65
US32,Wisconsin,HU,Hungary,NonPeak,$17.57,$34.45
US32,Wisconsin,HU,Hungary,Peak,$20.73,$40.65
US32,Wisconsin,IT,Italy,NonPeak,$18.33,$31.91
US32,Wisconsin,IT,Italy,Peak,$21.63,$37.65
US32,Wisconsin,IT10,Sicily,NonPeak,$24.38,$44.74
US32,Wisconsin,IT10,Sicily,Peak,$28.77,$52.79
US32,Wisconsin,JA01,Japan-Central,NonPeak,$16.00,$34.56
US32,Wisconsin,JA01,Japan-Central,Peak,$18.88,$40.78
US32,Wisconsin,JA02,Japan-South (Excludes Hokkaido),NonPeak,$27.63,$32.09
US32,Wisconsin,JA02,Japan-South (Excludes Hokkaido),Peak,$32.60,$37.87
US32,Wisconsin,JA03,Japan-North,NonPeak,$29.28,$44.91
US32,Wisconsin,JA03,Japan-North,Peak,$34.55,$52.99
US32,Wisconsin,JA96,Okinawa,NonPeak,$30.90,$34.74
US32,Wisconsin,JA96,Okinawa,Peak,$36.46,$40.99
US32,Wisconsin,KS,"Korea, Republic Of",NonPeak,$15.28,$32.26
US32,Wisconsin,KS,"Korea, Republic Of",Peak,$18.03,$38.07
US32,Wisconsin,KU,Kuwait,NonPeak,$16.05,$45.09
US32,Wisconsin,KU,Kuwait,Peak,$18.94,$53.21
US32,Wisconsin,NL,Netherlands,NonPeak,$16.80,$34.90
US32,Wisconsin,NL,Netherlands,Peak,$19.82,$41.18
US32,Wisconsin,NO,Norway,NonPeak,$17.57,$32.44
US32,Wisconsin,NO,Norway,Peak,$20.73,$38.28
US32,Wisconsin,PA,Paraguay,NonPeak,$18.33,$43.94
US32,Wisconsin,PA,Paraguay,Peak,$21.63,$51.85
US32,Wisconsin,PE,Peru,NonPeak,$24.38,$33.70
US32,Wisconsin,PE,Peru,Peak,$28.77,$39.77
US32,Wisconsin,PL,Poland,NonPeak,$16.00,$31.29
