origin_intl_price_area_id,origin_intl_price_area,destination_intl_price_area_id,destination_intl_price_area,season,hhg_shipping_linehaul_price,ub_price
CS,Costa Rica,BA,Bahrain,NonPeak,$9.31,$10.91
CS,Costa Rica,BA,Bahrain,Peak,$10.99,$12.87
CS,Costa Rica,BE,Belgium,NonPeak,$9.77,$18.51
CS,Costa Rica,BE,Belgium,Peak,$11.53,$21.84
CS,Costa Rica,BL,Bolivia,NonPeak,$10.21,$12.70
CS,Costa Rica,BL,Bolivia,Peak,$12.05,$14.99
CS,Costa Rica,BR,Brazil - Brazilia,NonPeak,$10.65,$11.24
CS,Costa Rica,BR,Brazil - Brazilia,Peak,$12.57,$13.26
CS,Costa Rica,CA10,Ontario,NonPeak,$10.35,$19.00
CS,Costa Rica,CA10,Ontario,Peak,$12.21,$22.42
CS,Costa Rica,CA20,Quebec,NonPeak,$10.83,$12.99
CS,Costa Rica,CA20,Quebec,Peak,$12.78,$15.33
CS,Costa Rica,CA30,Manitoba,NonPeak,$11.35,$11.54
CS,Costa Rica,CA30,Manitoba,Peak,$13.39,$13.62
CS,Costa Rica,CI,Chile,NonPeak,$11.82,$16.89
CS,Costa Rica,CI,Chile,Peak,$13.95,$19.93
CS,Costa Rica,CO,Colombia,NonPeak,$8.88,$11.66
CS,Costa Rica,CO,Colombia,Peak,$10.48,$13.76
CS,Costa Rica,CS,Costa Rica,NonPeak,$9.31,$10.16
CS,Costa Rica,CS,Costa Rica,Peak,$10.99,$11.99
CS,Costa Rica,EC,Ecuador,NonPeak,$9.77,$16.98
CS,Costa Rica,EC,Ecuador,Peak,$11.53,$20.04
CS,Costa Rica,ES,El Salvador,NonPeak,$10.21,$11.75
CS,Costa Rica,ES,El Salvador,Peak,$12.05,$13.86
CS,Costa Rica,GE,Germany,NonPeak,$10.65,$10.25
CS,Costa Rica,GE,Germany,Peak,$12.57,$12.09
CS,Costa Rica,GQ,Guam,NonPeak,$10.35,$17.11
CS,Costa Rica,GQ,Guam,Peak,$12.21,$20.19
CS,Costa Rica,GR,Greece,NonPeak,$10.83,$11.86
CS,Costa Rica,GR,Greece,Peak,$12.78,$13.99
CS,Costa Rica,GR29,Crete,NonPeak,$11.35,$10.37
CS,Costa Rica,GR29,Crete,Peak,$13.39,$12.24
CS,Costa Rica,GT,Guatemala,NonPeak,$11.82,$17.17
CS,Costa Rica,GT,Guatemala,Peak,$13.95,$20.26
CS,Costa Rica,HO,Honduras,NonPeak,$8.88,$10.50
CS,Costa Rica,HO,Honduras,Peak,$10.48,$12.39
CS,Costa Rica,HU,Hungary,NonPeak,$9.31,$17.59
CS,Costa Rica,HU,Hungary,Peak,$10.99,$20.76
CS,Costa Rica,IT,Italy,NonPeak,$9.77,$12.03
CS,Costa Rica,IT,Italy,Peak,$11.53,$14.20
CS,Costa Rica,IT10,Sicily,NonPeak,$10.21,$12.66
CS,Costa Rica,IT10,Sicily,Peak,$12.05,$14.94
CS,Costa Rica,JA01,Japan-Central,NonPeak,$10.65,$17.97
CS,Costa Rica,JA01,Japan-Central,Peak,$12.57,$21.20
CS,Costa Rica,JA02,Japan-South (Excludes Hokkaido),NonPeak,$10.35,$12.36
CS,Costa Rica,JA02,Japan-South (Excludes Hokkaido),Peak,$12.21,$14.58
CS,Costa Rica,JA03,Japan-North,NonPeak,$10.83,$10.91
CS,Costa Rica,JA03,Japan-North,Peak,$12.78,$12.87
CS,Costa Rica,JA96,Okinawa,NonPeak,$11.35,$18.51
CS,Costa Rica,JA96,Okinawa,Peak,$13.39,$21.84
CS,Costa Rica,KS,"Korea, Republic Of",NonPeak,$11.82,$12.70
CS,Costa Rica,KS,"Korea, Republic Of",Peak,$13.95,$14.99
CS,Costa Rica,KU,Kuwait,NonPeak,$8.88,$11.24
CS,Costa Rica,KU,Kuwait,Peak,$10.48,$13.26
CS,Costa Rica,NL,Netherlands,NonPeak,$9.31,$19.00
CS,Costa Rica,NL,Netherlands,Peak,$10.99,$22.42
CS,Costa Rica,NO,Norway,NonPeak,$9.77,$12.99
CS,Costa Rica,NO,Norway,Peak,$11.53,$15.33
CS,Costa Rica,PA,Paraguay,NonPeak,$10.21,$11.54
CS,Costa Rica,PA,Paraguay,Peak,$12.05,$13.62
CS,Costa Rica,PE,Peru,NonPeak,$10.65,$16.89
CS,Costa Rica,PE,Peru,Peak,$12.57,$19.93
CS,Costa Rica,PL,Poland,NonPeak,$10.35,$11.66
CS,Costa Rica,PL,Poland,Peak,$12.21,$13.76
CS,Costa Rica,PO,Portugal,NonPeak,$10.83,$10.16
CS,Costa Rica,PO,Portugal,Peak,$12.78,$11.99
CS,Costa Rica,PO01,Azores,NonPeak,$11.35,$16.98
CS,Costa Rica,PO01,Azores,Peak,$13.39,$20.04
CS,Costa Rica,QA,Qatar,NonPeak,$11.82,$11.75
CS,Costa Rica,QA,Qatar,Peak,$13.95,$13.86
CS,Costa Rica,RO,Romania,NonPeak,$8.88,$10.25
CS,Costa Rica,RO,Romania,Peak,$10.48,$12.09
CS,Costa Rica,RQ,Puerto Rico,NonPeak,$9.31,$17.11
CS,Costa Rica,RQ,Puerto Rico,Peak,$10.99,$20.19
CS,Costa Rica,SA,Saudi Arabia,NonPeak,$9.77,$11.86
CS,Costa Rica,SA,Saudi Arabia,Peak,$11.53,$13.99
CS,Costa Rica,SN,Singapore,NonPeak,$10.21,$10.37
CS,Costa Rica,SN,Singapore,Peak,$12.05,$12.24
CS,Costa Rica,SP,Spain,NonPeak,$10.65,$17.17
CS,Costa Rica,SP,Spain,Peak,$12.57,$20.26
CS,Costa Rica,TU,Turkey,NonPeak,$10.35,$10.50
CS,Costa Rica,TU,Turkey,Peak,$12.21,$12.39
CS,Costa Rica,UK,United Kingdom,NonPeak,$10.83,$17.59
CS,Costa Rica,UK,United Kingdom,Peak,$12.78,$20.76
CS,Costa Rica,US8030400,Alaska (Zone) IV,NonPeak,$11.35,$12.03
CS,Costa Rica,US8030400,Alaska (Zone) IV,Peak,$13.39,$14.20
CS,Costa Rica,US8050500,Alaska (Zone) III,NonPeak,$11.82,$12.66
CS,Costa Rica,US8050500,Alaska (Zone) III,Peak,$13.95,$14.94
CS,Costa Rica,US8101000,Alaska (Zone) I,NonPeak,$8.88,$17.97
CS,Costa Rica,US8101000,Alaska (Zone) I,Peak,$10.48,$21.20
CS,Costa Rica,US8190100,Alaska (Zone) II,NonPeak,$9.31,$12.36
CS,Costa Rica,US8190100,Alaska (Zone) II,Peak,$10.99,$14.58
CS,Costa Rica,US89,Hawaii,NonPeak,$9.77,$10.91
CS,Costa Rica,US89,Hawaii,Peak,$11.53,$12.87
CS,Costa Rica,UY,Uruguay,NonPeak,$10.21,$18.51
CS,Costa Rica,UY,Uruguay,Peak,$12.05,$21.84
CS,Costa Rica,VE,Venezuela,NonPeak,$10.65,$12.70
CS,Costa Rica,VE,Venezuela,Peak,$12.57,$14.99
EC,Ecuador,AR,Argentina,NonPeak,$10.35,$11.24
EC,Ecuador,AR,Argentina,Peak,$12.21,$13.26
EC,Ecuador,AS11,New South Wales/Australian Capital Territory,NonPeak,$10.83,$19.00
EC,Ecuador,AS11,New South Wales/Australian Capital Territory,Peak,$12.78,$22.42
EC,Ecuador,AS21,Northern Territory,NonPeak,$11.35,$12.99
EC,Ecuador,AS21,Northern Territory,Peak,$13.39,$15.33
EC,Ecuador,BA,Bahrain,NonPeak,$11.82,$11.54
EC,Ecuador,BA,Bahrain,Peak,$13.95,$13.62
EC,Ecuador,BE,Belgium,NonPeak,$8.88,$16.89
EC,Ecuador,BE,Belgium,Peak,$10.48,$19.93
EC,Ecuador,BL,Bolivia,NonPeak,$9.31,$11.66
EC,Ecuador,BL,Bolivia,Peak,$10.99,$13.76
EC,Ecuador,BR,Brazil - Brazilia,NonPeak,$9.77,$10.16
EC,Ecuador,BR,Brazil - Brazilia,Peak,$11.53,$11.99
EC,Ecuador,CA10,Ontario,NonPeak,$10.21,$16.98
EC,Ecuador,CA10,Ontario,Peak,$12.05,$20.04
EC,Ecuador,CA20,Quebec,NonPeak,$10.65,$11.75
EC,Ecuador,CA20,Quebec,Peak,$12.57,$13.86
EC,Ecuador,CA30,Manitoba,NonPeak,$10.35,$10.25
EC,Ecuador,CA30,Manitoba,Peak,$12.21,$12.09
EC,Ecuador,CI,Chile,NonPeak,$10.83,$17.11
EC,Ecuador,CI,Chile,Peak,$12.78,$20.19
EC,Ecuador,CO,Colombia,NonPeak,$11.35,$11.86
EC,Ecuador,CO,Colombia,Peak,$13.39,$13.99
EC,Ecuador,CS,Costa Rica,NonPeak,$11.82,$10.37
EC,Ecuador,CS,Costa Rica,Peak,$13.95,$12.24
EC,Ecuador,EC,Ecuador,NonPeak,$8.88,$17.17
EC,Ecuador,EC,Ecuador,Peak,$10.48,$20.26
EC,Ecuador,ES,El Salvador,NonPeak,$9.31,$10.50
EC,Ecuador,ES,El Salvador,Peak,$10.99,$12.39
EC,Ecuador,GE,Germany,NonPeak,$9.77,$17.59
EC,Ecuador,GE,Germany,Peak,$11.53,$20.76
EC,Ecuador,GQ,Guam,NonPeak,$10.21,$12.03
EC,Ecuador,GQ,Guam,Peak,$12.05,$14.20
EC,Ecuador,GR,Greece,NonPeak,$10.65,$12.66
EC,Ecuador,GR,Greece,Peak,$12.57,$14.94
EC,Ecuador,GR29,Crete,NonPeak,$10.35,$17.97
EC,Ecuador,GR29,Crete,Peak,$12.21,$21.20
EC,Ecuador,GT,Guatemala,NonPeak,$10.83,$12.36
EC,Ecuador,GT,Guatemala,Peak,$12.78,$14.58
EC,Ecuador,HO,Honduras,NonPeak,$11.35,$10.91
EC,Ecuador,HO,Honduras,Peak,$13.39,$12.87
EC,Ecuador,HU,Hungary,NonPeak,$11.82,$18.51
EC,Ecuador,HU,Hungary,Peak,$13.95,$21.84
EC,Ecuador,IT,Italy,NonPeak,$8.88,$12.70
EC,Ecuador,IT,Italy,Peak,$10.48,$14.99
EC,Ecuador,IT10,Sicily,NonPeak,$9.31,$11.24
EC,Ecuador,IT10,Sicily,Peak,$10.99,$13.26
EC,Ecuador,JA01,Japan-Central,NonPeak,$9.77,$19.00
EC,Ecuador,JA01,Japan-Central,Peak,$11.53,$22.42
EC,Ecuador,JA02,Japan-South (Excludes Hokkaido),NonPeak,$10.21,$12.99
EC,Ecuador,JA02,Japan-South (Excludes Hokkaido),Peak,$12.05,$15.33
EC,Ecuador,JA03,Japan-North,NonPeak,$10.65,$11.54
EC,Ecuador,JA03,Japan-North,Peak,$12.57,$13.62
EC,Ecuador,JA96,Okinawa,NonPeak,$10.35,$16.89
EC,Ecuador,JA96,Okinawa,Peak,$12.21,$19.93
EC,Ecuador,KS,"Korea, Republic Of",NonPeak,$10.83,$11.66
EC,Ecuador,KS,"Korea, Republic Of",Peak,$12.78,$13.76
EC,Ecuador,KU,Kuwait,NonPeak,$11.35,$10.16
EC,Ecuador,KU,Kuwait,Peak,$13.39,$11.99
EC,Ecuador,NL,Netherlands,NonPeak,$11.82,$16.98
EC,Ecuador,NL,Netherlands,Peak,$13.95,$20.04
EC,Ecuador,NO,Norway,NonPeak,$8.88,$11.75
EC,Ecuador,NO,Norway,Peak,$10.48,$13.86
EC,Ecuador,PA,Paraguay,NonPeak,$9.31,$10.25
EC,Ecuador,PA,Paraguay,Peak,$10.99,$12.09
EC,Ecuador,PE,Peru,NonPeak,$9.77,$17.11
EC,Ecuador,PE,Peru,Peak,$11.53,$20.19
EC,Ecuador,PL,Poland,NonPeak,$10.21,$11.86
EC,Ecuador,PL,Poland,Peak,$12.05,$13.99
EC,Ecuador,PO,Portugal,NonPeak,$10.65,$10.37
EC,Ecuador,PO,Portugal,Peak,$12.57,$12.24
EC,Ecuador,PO01,Azores,NonPeak,$10.35,$17.17
EC,Ecuador,PO01,Azores,Peak,$12.21,$20.26
EC,Ecuador,QA,Qatar,NonPeak,$10.83,$10.50
EC,Ecuador,QA,Qatar,Peak,$12.78,$12.39
EC,Ecuador,RO,Romania,NonPeak,$11.35,$17.59
EC,Ecuador,RO,Romania,Peak,$13.39,$20.76
EC,Ecuador,RQ,Puerto Rico,NonPeak,$11.82,$12.03
EC,Ecuador,RQ,Puerto Rico,Peak,$13.95,$14.20
EC,Ecuador,SA,Saudi Arabia,NonPeak,$8.88,$12.66
EC,Ecuador,SA,Saudi Arabia,Peak,$10.48,$14.94
EC,Ecuador,SN,Singapore,NonPeak,$9.31,$17.97
EC,Ecuador,SN,Singapore,Peak,$10.99,$21.20
EC,Ecuador,SP,Spain,NonPeak,$9.77,$12.36
EC,Ecuador,SP,Spain,Peak,$11.53,$14.58
EC,Ecuador,TU,Turkey,NonPeak,$10.21,$10.91
EC,Ecuador,TU,Turkey,Peak,$12.05,$12.87
EC,Ecuador,UK,United Kingdom,NonPeak,$10.65,$18.51
EC,Ecuador,UK,United Kingdom,Peak,$12.57,$21.84
EC,Ecuador,US8030400,Alaska (Zone) IV,NonPeak,$10.35,$12.70
EC,Ecuador,US8030400,Alaska (Zone) IV,Peak,$12.21,$14.99
EC,Ecuador,US8050500,Alaska (Zone) III,NonPeak,$10.83,$11.24
EC,Ecuador,US8050500,Alaska (Zone) III,Peak,$12.78,$13.26
EC,Ecuador,US8101000,Alaska (Zone) I,NonPeak,$11.35,$19.00
EC,Ecuador,US8101000,Alaska (Zone) I,Peak,$13.39,$22.42
EC,Ecuador,US8190100,Alaska (Zone) II,NonPeak,$11.82,$12.99
EC,Ecuador,US8190100,Alaska (Zone) II,Peak,$13.95,$15.33
EC,Ecuador,US89,Hawaii,NonPeak,$8.88,$11.54
EC,Ecuador,US89,Hawaii,Peak,$10.48,$13.62
EC,Ecuador,UY,Uruguay,NonPeak,$9.31,$16.89
EC,Ecuador,UY,Uruguay,Peak,$10.99,$19.93
EC,Ecuador,VE,Venezuela,NonPeak,$9.77,$11.66
EC,Ecuador,VE,Venezuela,Peak,$11.53,$13.76
ES,El Salvador,AR,Argentina,NonPeak,$10.21,$10.16
ES,El Salvador,AR,Argentina,Peak,$12.05,$11.99
ES,El Salvador,AS11,New South Wales/Australian Capital Territory,NonPeak,$10.65,$16.98
ES,El Salvador,AS11,New South Wales/Australian Capital Territory,Peak,$12.57,$20.04
ES,El Salvador,AS21,Northern Territory,NonPeak,$10.35,$11.75
ES,El Salvador,AS21,Northern Territory,Peak,$12.21,$13.86
ES,El Salvador,BA,Bahrain,NonPeak,$10.83,$10.25
ES,El Salvador,BA,Bahrain,Peak,$12.78,$12.09
ES,El Salvador,BE,Belgium,NonPeak,$11.35,$17.11
ES,El Salvador,BE,Belgium,Peak,$13.39,$20.19
ES,El Salvador,BL,Bolivia,NonPeak,$11.82,$11.86
ES,El Salvador,BL,Bolivia,Peak,$13.95,$13.99
ES,El Salvador,BR,Brazil - Brazilia,NonPeak,$8.88,$10.37
ES,El Salvador,BR,Brazil - Brazilia,Peak,$10.48,$12.24
ES,El Salvador,CA10,Ontario,NonPeak,$9.31,$17.17
ES,El Salvador,CA10,Ontario,Peak,$10.99,$20.26
ES,El Salvador,CA20,Quebec,NonPeak,$9.77,$10.50
ES,El Salvador,CA20,Quebec,Peak,$11.53,$12.39
ES,El Salvador,CA30,Manitoba,NonPeak,$10.21,$17.59
ES,El Salvador,CA30,Manitoba,Peak,$12.05,$20.76
ES,El Salvador,CI,Chile,NonPeak,$10.65,$12.03
ES,El Salvador,CI,Chile,Peak,$12.57,$14.20
ES,El Salvador,CO,Colombia,NonPeak,$10.35,$12.66
ES,El Salvador,CO,Colombia,Peak,$12.21,$14.94
ES,El Salvador,CS,Costa Rica,NonPeak,$10.83,$17.97
ES,El Salvador,CS,Costa Rica,Peak,$12.78,$21.20
ES,El Salvador,EC,Ecuador,NonPeak,$11.35,$12.36
ES,El Salvador,EC,Ecuador,Peak,$13.39,$14.58
ES,El Salvador,ES,El Salvador,NonPeak,$11.82,$10.91
ES,El Salvador,ES,El Salvador,Peak,$13.95,$12.87
ES,El Salvador,GE,Germany,NonPeak,$8.88,$18.51
ES,El Salvador,GE,Germany,Peak,$10.48,$21.84
ES,El Salvador,GQ,Guam,NonPeak,$9.31,$12.70
ES,El Salvador,GQ,Guam,Peak,$10.99,$14.99
ES,El Salvador,GR,Greece,NonPeak,$9.77,$11.24
ES,El Salvador,GR,Greece,Peak,$11.53,$13.26
ES,El Salvador,GR29,Crete,NonPeak,$10.21,$19.00
ES,El Salvador,GR29,Crete,Peak,$12.05,$22.42
ES,El Salvador,GT,Guatemala,NonPeak,$10.65,$12.99
ES,El Salvador,GT,Guatemala,Peak,$12.57,$15.33
ES,El Salvador,HO,Honduras,NonPeak,$10.35,$11.54
ES,El Salvador,HO,Honduras,Peak,$12.21,$13.62
ES,El Salvador,HU,Hungary,NonPeak,$10.83,$16.89
ES,El Salvador,HU,Hungary,Peak,$12.78,$19.93
ES,El Salvador,IT,Italy,NonPeak,$11.35,$11.66
ES,El Salvador,IT,Italy,Peak,$13.39,$13.76
ES,El Salvador,IT10,Sicily,NonPeak,$11.82,$10.16
ES,El Salvador,IT10,Sicily,Peak,$13.95,$11.99
ES,El Salvador,JA01,Japan-Central,NonPeak,$8.88,$16.98
ES,El Salvador,JA01,Japan-Central,Peak,$10.48,$20.04
ES,El Salvador,JA02,Japan-South (Excludes Hokkaido),NonPeak,$9.31,$11.75
ES,El Salvador,JA02,Japan-South (Excludes Hokkaido),Peak,$10.99,$13.86
ES,El Salvador,JA03,Japan-North,NonPeak,$9.77,$10.25
ES,El Salvador,JA03,Japan-North,Peak,$11.53,$12.09
ES,El Salvador,JA96,Okinawa,NonPeak,$10.21,$17.11
ES,El Salvador,JA96,Okinawa,Peak,$12.05,$20.19
ES,El Salvador,KS,"Korea, Republic Of",NonPeak,$10.65,$11.86
ES,El Salvador,KS,"Korea, Republic Of",Peak,$12.57,$13.99
ES,El Salvador,KU,Kuwait,NonPeak,$10.35,$10.37
ES,El Salvador,KU,Kuwait,Peak,$12.21,$12.24
ES,El Salvador,NL,Netherlands,NonPeak,$10.83,$17.17
ES,El Salvador,NL,Netherlands,Peak,$12.78,$20.26
ES,El Salvador,NO,Norway,NonPeak,$11.35,$10.50
ES,El Salvador,NO,Norway,Peak,$13.39,$12.39
ES,El Salvador,PA,Paraguay,NonPeak,$11.82,$17.59
ES,El Salvador,PA,Paraguay,Peak,$13.95,$20.76
ES,El Salvador,PE,Peru,NonPeak,$8.88,$12.03
ES,El Salvador,PE,Peru,Peak,$10.48,$14.20
ES,El Salvador,PL,Poland,NonPeak,$9.31,$12.66
ES,El Salvador,PL,Poland,Peak,$10.99,$14.94
ES,El Salvador,PO,Portugal,NonPeak,$9.77,$17.97
ES,El Salvador,PO,Portugal,Peak,$11.53,$21.20
ES,El Salvador,PO01,Azores,NonPeak,$10.21,$12.36
ES,El Salvador,PO01,Azores,Peak,$12.05,$14.58
ES,El Salvador,QA,Qatar,NonPeak,$10.65,$10.91
ES,El Salvador,QA,Qatar,Peak,$12.57,$12.87
ES,El Salvador,RO,Romania,NonPeak,$10.35,$18.51
ES,El Salvador,RO,Romania,Peak,$12.21,$21.84
ES,El Salvador,RQ,Puerto Rico,NonPeak,$10.83,$12.70
ES,El Salvador,RQ,Puerto Rico,Peak,$12.78,$14.99
ES,El Salvador,SA,Saudi Arabia,NonPeak,$11.35,$11.24
ES,El Salvador,SA,Saudi Arabia,Peak,$13.39,$13.26
ES,El Salvador,SN,Singapore,NonPeak,$11.82,$19.00
ES,El Salvador,SN,Singapore,Peak,$13.95,$22.42
ES,El Salvador,SP,Spain,NonPeak,$8.88,$12.99
ES,El Salvador,SP,Spain,Peak,$10.48,$15.33
ES,El Salvador,TU,Turkey,NonPeak,$9.31,$11.54
ES,El Salvador,TU,Turkey,Peak,$10.99,$13.62
ES,El Salvador,UK,United Kingdom,NonPeak,$9.77,$16.89
ES,El Salvador,UK,United Kingdom,Peak,$11.53,$19.93
ES,El Salvador,US8030400,Alaska (Zone) IV,NonPeak,$10.21,$11.66
ES,El Salvador,US8030400,Alaska (Zone) IV,Peak,$12.05,$13.76
ES,El Salvador,US8050500,Alaska (Zone) III,NonPeak,$10.65,$10.16
ES,El Salvador,US8050500,Alaska (Zone) III,Peak,$12.57,$11.99
ES,El Salvador,US8101000,Alaska (Zone) I,NonPeak,$10.35,$16.98
ES,El Salvador,US8101000,Alaska (Zone) I,Peak,$12.21,$20.04
ES,El Salvador,US8190100,Alaska (Zone) II,NonPeak,$10.83,$11.75
ES,El Salvador,US8190100,Alaska (Zone) II,Peak,$12.78,$13.86
ES,El Salvador,US89,Hawaii,NonPeak,$11.35,$10.25
ES,El Salvador,US89,Hawaii,Peak,$13.39,$12.09
ES,El Salvador,UY,Uruguay,NonPeak,$11.82,$17.11
ES,El Salvador,UY,Uruguay,Peak,$13.95,$20.19
ES,El Salvador,VE,Venezuela,NonPeak,$8.88,$11.86
ES,El Salvador,VE,Venezuela,Peak,$10.48,$13.99
GE,Germany,AR,Argentina,NonPeak,$9.31,$10.37
GE,Germany,AR,Argentina,Peak,$10.99,$12.24
GE,Germany,AS11,New South Wales/Australian Capital Territory,NonPeak,$9.77,$17.17
GE,Germany,AS11,New South Wales/Australian Capital Territory,Peak,$11.53,$20.26
GE,Germany,AS21,Northern Territory,NonPeak,$10.21,$10.50
GE,Germany,AS21,Northern Territory,Peak,$12.05,$12.39
GE,Germany,BA,Bahrain,NonPeak,$10.65,$17.59
GE,Germany,BA,Bahrain,Peak,$12.57,$20.76
GE,Germany,BE,Belgium,NonPeak,$10.35,$12.03
GE,Germany,BE,Belgium,Peak,$12.21,$14.20
GE,Germany,BL,Bolivia,NonPeak,$10.83,$12.66
GE,Germany,BL,Bolivia,Peak,$12.78,$14.94
GE,Germany,BR,Brazil - Brazilia,NonPeak,$11.35,$17.97
GE,Germany,BR,Brazil - Brazilia,Peak,$13.39,$21.20
GE,Germany,CA10,Ontario,NonPeak,$11.82,$12.36
GE,Germany,CA10,Ontario,Peak,$13.95,$14.58
GE,Germany,CA20,Quebec,NonPeak,$8.88,$10.91
GE,Germany,CA20,Quebec,Peak,$10.48,$12.87
GE,Germany,CA30,Manitoba,NonPeak,$9.31,$18.51
GE,Germany,CA30,Manitoba,Peak,$10.99,$21.84
GE,Germany,CI,Chile,NonPeak,$9.77,$12.70
GE,Germany,CI,Chile,Peak,$11.53,$14.99
GE,Germany,CO,Colombia,NonPeak,$10.21,$11.24
GE,Germany,CO,Colombia,Peak,$12.05,$13.26
GE,Germany,CS,Costa Rica,NonPeak,$10.65,$19.00
GE,Germany,CS,Costa Rica,Peak,$12.57,$22.42
GE,Germany,EC,Ecuador,NonPeak,$10.35,$12.99
GE,Germany,EC,Ecuador,Peak,$12.21,$15.33
GE,Germany,ES,El Salvador,NonPeak,$10.83,$11.54
GE,Germany,ES,El Salvador,Peak,$12.78,$13.62
GE,Germany,GE,Germany,NonPeak,$11.35,$16.89
GE,Germany,GE,Germany,Peak,$13.39,$19.93
GE,Germany,GQ,Guam,NonPeak,$11.82,$11.66
GE,Germany,GQ,Guam,Peak,$13.95,$13.76
GE,Germany,GR,Greece,NonPeak,$8.88,$10.16
GE,Germany,GR,Greece,Peak,$10.48,$11.99
GE,Germany,GR29,Crete,NonPeak,$9.31,$16.98
GE,Germany,GR29,Crete,Peak,$10.99,$20.04
GE,Germany,GT,Guatemala,NonPeak,$9.77,$11.75
GE,Germany,GT,Guatemala,Peak,$11.53,$13.86
GE,Germany,HO,Honduras,NonPeak,$10.21,$10.25
GE,Germany,HO,Honduras,Peak,$12.05,$12.09
GE,Germany,HU,Hungary,NonPeak,$10.65,$17.11
GE,Germany,HU,Hungary,Peak,$12.57,$20.19
GE,Germany,IT,Italy,NonPeak,$10.35,$11.86
GE,Germany,IT,Italy,Peak,$12.21,$13.99
GE,Germany,IT10,Sicily,NonPeak,$10.83,$10.37
GE,Germany,IT10,Sicily,Peak,$12.78,$12.24
GE,Germany,JA01,Japan-Central,NonPeak,$11.35,$17.17
GE,Germany,JA01,Japan-Central,Peak,$13.39,$20.26
GE,Germany,JA02,Japan-South (Excludes Hokkaido),NonPeak,$11.82,$10.50
GE,Germany,JA02,Japan-South (Excludes Hokkaido),Peak,$13.95,$12.39
GE,Germany,JA03,Japan-North,NonPeak,$8.88,$17.59
GE,Germany,JA03,Japan-North,Peak,$10.48,$20.76
GE,Germany,JA96,Okinawa,NonPeak,$9.31,$12.03
GE,Germany,JA96,Okinawa,Peak,$10.99,$14.20
GE,Germany,KS,"Korea, Republic Of",NonPeak,$9.77,$12.66
GE,Germany,KS,"Korea, Republic Of",Peak,$11.53,$14.94
GE,Germany,KU,Kuwait,NonPeak,$10.21,$17.97
GE,Germany,KU,Kuwait,Peak,$12.05,$21.20
GE,Germany,NL,Netherlands,NonPeak,$10.65,$12.36
GE,Germany,NL,Netherlands,Peak,$12.57,$14.58
GE,Germany,NO,Norway,NonPeak,$10.35,$10.91
GE,Germany,NO,Norway,Peak,$12.21,$12.87
GE,Germany,PA,Paraguay,NonPeak,$10.83,$18.51
GE,Germany,PA,Paraguay,Peak,$12.78,$21.84
GE,Germany,PE,Peru,NonPeak,$11.35,$12.70
GE,Germany,PE,Peru,Peak,$13.39,$14.99
GE,Germany,PL,Poland,NonPeak,$11.82,$11.24
GE,Germany,PL,Poland,Peak,$13.95,$13.26
GE,Germany,PO,Portugal,NonPeak,$8.88,$19.00
GE,Germany,PO,Portugal,Peak,$10.48,$22.42
GE,Germany,PO01,Azores,NonPeak,$9.31,$12.99
GE,Germany,PO01,Azores,Peak,$10.99,$15.33
GE,Germany,QA,Qatar,NonPeak,$9.77,$11.54
GE,Germany,QA,Qatar,Peak,$11.53,$13.62
GE,Germany,RO,Romania,NonPeak,$10.21,$16.89
GE,Germany,RO,Romania,Peak,$12.05,$19.93
GE,Germany,RQ,Puerto Rico,NonPeak,$10.65,$11.66
GE,Germany,RQ,Puerto Rico,Peak,$12.57,$13.76
GE,Germany,SA,Saudi Arabia,NonPeak,$10.35,$10.16
GE,Germany,SA,Saudi Arabia,Peak,$12.21,$11.99
GE,Germany,SN,Singapore,NonPeak,$10.83,$16.98
GE,Germany,SN,Singapore,Peak,$12.78,$20.04
GE,Germany,SP,Spain,NonPeak,$11.35,$11.75
GE,Germany,SP,Spain,Peak,$13.39,$13.86
GE,Germany,TU,Turkey,NonPeak,$11.82,$10.25
GE,Germany,TU,Turkey,Peak,$13.95,$12.09
GE,Germany,UK,United Kingdom,NonPeak,$8.88,$17.11
GE,Germany,UK,United Kingdom,Peak,$10.48,$20.19
GE,Germany,US8030400,Alaska (Zone) IV,NonPeak,$9.31,$11.86
GE,Germany,US8030400,Alaska (Zone) IV,Peak,$10.99,$13.99
GE,Germany,US8050500,Alaska (Zone) III,NonPeak,$9.77,$10.37
GE,Germany,US8050500,Alaska (Zone) III,Peak,$11.53,$12.24
GE,Germany,US8101000,Alaska (Zone) I,NonPeak,$10.21,$17.17
GE,Germany,US8101000,Alaska (Zone) I,Peak,$12.05,$20.26
GE,Germany,US8190100,Alaska (Zone) II,NonPeak,$10.65,$10.50
GE,Germany,US8190100,Alaska (Zone) II,Peak,$12.57,$12.39
GE,Germany,US89,Hawaii,NonPeak,$10.35,$17.59
GE,Germany,US89,Hawaii,Peak,$12.21,$20.76
GE,Germany,UY,Uruguay,NonPeak,$10.83,$12.03
GE,Germany,UY,Uruguay,Peak,$12.78,$14.20
GE,Germany,VE,Venezuela,NonPeak,$11.35,$12.66
GE,Germany,VE,Venezuela,Peak,$13.39,$14.94
GQ,Guam,AR,Argentina,NonPeak,$11.82,$17.97
GQ,Guam,AR,Argentina,Peak,$13.95,$21.20
GQ,Guam,AS11,New South Wales/Australian Capital Territory,NonPeak,$8.88,$12.36
GQ,Guam,AS11,New South Wales/Australian Capital Territory,Peak,$10.48,$14.58
