origin_intl_price_area_id,origin_intl_price_area,destination_domestic_price_area_area,destination_domestic_price_area,season,hhg_shipping_linehaul_price,ub_price
CA20,Quebec,US74,Colorado,NonPeak,$27.63,$31.45
CA20,Quebec,US74,Colorado,Peak,$32.60,$37.11
CA20,Quebec,US76,Utah,NonPeak,$29.28,$44.28
CA20,Quebec,US76,Utah,Peak,$34.55,$52.25
CA20,Quebec,US77,New Mexico,NonPeak,$30.90,$34.11
CA20,Quebec,US77,New Mexico,Peak,$36.46,$40.25
CA20,Quebec,US79,Arizona,NonPeak,$15.28,$31.63
CA20,Quebec,US79,Arizona,Peak,$18.03,$37.32
CA20,Quebec,US83,Idaho,NonPeak,$16.05,$44.51
CA20,Quebec,US83,Idaho,Peak,$18.94,$52.52
CA20,Quebec,US84,Washington,NonPeak,$16.80,$34.33
CA20,Quebec,US84,Washington,Peak,$19.82,$40.51
CA20,Quebec,US85,Oregon,NonPeak,$17.57,$31.74
CA20,Quebec,US85,Oregon,Peak,$20.73,$37.45
CA20,Quebec,US86,Nevada,NonPeak,$18.33,$44.62
CA20,Quebec,US86,Nevada,Peak,$21.63,$52.65
CA20,Quebec,US87,California-North,NonPeak,$24.38,$34.45
CA20,Quebec,US87,California-North,Peak,$28.77,$40.65
CA20,Quebec,US88,California-South,NonPeak,$16.00,$31.91
CA20,Quebec,US88,California-South,Peak,$18.88,$37.65
CA30,Manitoba,US11,Maine,NonPeak,$27.63,$44.74
CA30,Manitoba,US11,Maine,Peak,$32.60,$52.79
CA30,Manitoba,US12,New Hampshire,NonPeak,$29.28,$34.56
CA30,Manitoba,US12,New Hampshire,Peak,$34.55,$40.78
CA30,Manitoba,US13,Vermont,NonPeak,$30.90,$32.09
CA30,Manitoba,US13,Vermont,Peak,$36.46,$37.87
CA30,Manitoba,US14,Massachusetts,NonPeak,$15.28,$44.91
CA30,Manitoba,US14,Massachusetts,Peak,$18.03,$52.99
CA30,Manitoba,US15,Rhode Island,NonPeak,$16.05,$34.74
CA30,Manitoba,US15,Rhode Island,Peak,$18.94,$40.99
CA30,Manitoba,US16,Connecticut,NonPeak,$16.80,$32.26
CA30,Manitoba,US16,Connecticut,Peak,$19.82,$38.07
CA30,Manitoba,US17,New York,NonPeak,$17.57,$45.09
CA30,Manitoba,US17,New York,Peak,$20.73,$53.21
CA30,Manitoba,US19,New Jersey,NonPeak,$18.33,$34.90
CA30,Manitoba,US19,New Jersey,Peak,$21.63,$41.18
CA30,Manitoba,US20,Pennsylvania,NonPeak,$24.38,$32.44
CA30,Manitoba,US20,Pennsylvania,Peak,$28.77,$38.28
CA30,Manitoba,US22,Delaware,NonPeak,$16.00,$43.94
CA30,Manitoba,US22,Delaware,Peak,$18.88,$51.85
CA30,Manitoba,US23,Maryland,NonPeak,$27.63,$33.70
CA30,Manitoba,US23,Maryland,Peak,$32.60,$39.77
CA30,Manitoba,US24,District Of Columbia,NonPeak,$29.28,$31.29
CA30,Manitoba,US24,District Of Columbia,Peak,$34.55,$36.92
CA30,Manitoba,US25,Virginia,NonPeak,$30.90,$44.05
CA30,Manitoba,US25,Virginia,Peak,$36.46,$51.98
CA30,Manitoba,US27,West Virginia,NonPeak,$15.28,$33.75
CA30,Manitoba,US27,West Virginia,Peak,$18.03,$39.82
CA30,Manitoba,US28,Kentucky,NonPeak,$16.05,$31.40
CA30,Manitoba,US28,Kentucky,Peak,$18.94,$37.05
CA30,Manitoba,US30,Michigan,NonPeak,$16.80,$44.17
CA30,Manitoba,US30,Michigan,Peak,$19.82,$52.12
CA30,Manitoba,US32,Wisconsin,NonPeak,$17.57,$33.98
CA30,Manitoba,US32,Wisconsin,Peak,$20.73,$40.10
CA30,Manitoba,US34,Ohio,NonPeak,$18.33,$31.45
CA30,Manitoba,US34,Ohio,Peak,$21.63,$37.11
CA30,Manitoba,US36,Indiana,NonPeak,$24.38,$44.28
CA30,Manitoba,US36,Indiana,Peak,$28.77,$52.25
CA30,Manitoba,US38,Illinois,NonPeak,$16.00,$34.11
CA30,Manitoba,US38,Illinois,Peak,$18.88,$40.25
CA30,Manitoba,US40,North Carolina,NonPeak,$27.63,$31.63
CA30,Manitoba,US40,North Carolina,Peak,$32.60,$37.32
CA30,Manitoba,US42,Tennessee,NonPeak,$29.28,$44.51
CA30,Manitoba,US42,Tennessee,Peak,$34.55,$52.52
CA30,Manitoba,US44,South Carolina,NonPeak,$30.90,$34.33
CA30,Manitoba,US44,South Carolina,Peak,$36.46,$40.51
CA30,Manitoba,US45,Georgia,NonPeak,$15.28,$31.74
CA30,Manitoba,US45,Georgia,Peak,$18.03,$37.45
CA30,Manitoba,US47,Alabama,NonPeak,$16.05,$44.62
CA30,Manitoba,US47,Alabama,Peak,$18.94,$52.65
CA30,Manitoba,US48,Mississippi,NonPeak,$16.80,$34.45
CA30,Manitoba,US48,Mississippi,Peak,$19.82,$40.65
CA30,Manitoba,US49,Florida-North,NonPeak,$17.57,$31.91
CA30,Manitoba,US49,Florida-North,Peak,$20.73,$37.65
CA30,Manitoba,US4964400,Florida-South,NonPeak,$18.33,$44.74
CA30,Manitoba,US4964400,Florida-South,Peak,$21.63,$52.79
CA30,Manitoba,US4965500,Florida Keys,NonPeak,$24.38,$34.56
CA30,Manitoba,US4965500,Florida Keys,Peak,$28.77,$40.78
CA30,Manitoba,US50,Minnesota,NonPeak,$16.00,$32.09
CA30,Manitoba,US50,Minnesota,Peak,$18.88,$37.87
CA30,Manitoba,US51,North Dakota,NonPeak,$27.63,$44.91
CA30,Manitoba,US51,North Dakota,Peak,$32.60,$52.99
CA30,Manitoba,US52,South Dakota,NonPeak,$29.28,$34.74
CA30,Manitoba,US52,South Dakota,Peak,$34.55,$40.99
CA30,Manitoba,US53,Iowa,NonPeak,$30.90,$32.26
CA30,Manitoba,US53,Iowa,Peak,$36.46,$38.07
CA30,Manitoba,US55,Nebraska,NonPeak,$15.28,$45.09
CA30,Manitoba,US55,Nebraska,Peak,$18.03,$53.21
CA30,Manitoba,US56,Missouri,NonPeak,$16.05,$34.90
CA30,Manitoba,US56,Missouri,Peak,$18.94,$41.18
CA30,Manitoba,US58,Kansas,NonPeak,$16.80,$32.44
CA30,Manitoba,US58,Kansas,Peak,$19.82,$38.28
CA30,Manitoba,US60,Arkansas,NonPeak,$17.57,$43.94
CA30,Manitoba,US60,Arkansas,Peak,$20.73,$51.85
CA30,Manitoba,US62,Oklahoma,NonPeak,$18.33,$33.70
CA30,Manitoba,US62,Oklahoma,Peak,$21.63,$39.77
CA30,Manitoba,US64,Louisiana,NonPeak,$24.38,$31.29
CA30,Manitoba,US64,Louisiana,Peak,$28.77,$36.92
CA30,Manitoba,US66,Texas-North,NonPeak,$16.00,$44.05
CA30,Manitoba,US66,Texas-North,Peak,$18.88,$51.98
CA30,Manitoba,US68,Texas-South,NonPeak,$27.63,$33.75
CA30,Manitoba,US68,Texas-South,Peak,$32.60,$39.82
CA30,Manitoba,US70,Montana,NonPeak,$29.28,$31.40
CA30,Manitoba,US70,Montana,Peak,$34.55,$37.05
CA30,Manitoba,US72,Wyoming,NonPeak,$30.90,$44.17
CA30,Manitoba,US72,Wyoming,Peak,$36.46,$52.12
CA30,Manitoba,US74,Colorado,NonPeak,$15.28,$33.98
CA30,Manitoba,US74,Colorado,Peak,$18.03,$40.10
CA30,Manitoba,US76,Utah,NonPeak,$16.05,$31.45
CA30,Manitoba,US76,Utah,Peak,$18.94,$37.11
CA30,Manitoba,US77,New Mexico,NonPeak,$16.80,$44.28
CA30,Manitoba,US77,New Mexico,Peak,$19.82,$52.25
CA30,Manitoba,US79,Arizona,NonPeak,$17.57,$34.11
CA30,Manitoba,US79,Arizona,Peak,$20.73,$40.25
CA30,Manitoba,US83,Idaho,NonPeak,$18.33,$31.63
CA30,Manitoba,US83,Idaho,Peak,$21.63,$37.32
CA30,Manitoba,US84,Washington,NonPeak,$24.38,$44.51
CA30,Manitoba,US84,Washington,Peak,$28.77,$52.52
CA30,Manitoba,US85,Oregon,NonPeak,$16.00,$34.33
CA30,Manitoba,US85,Oregon,Peak,$18.88,$40.51
CA30,Manitoba,US86,Nevada,NonPeak,$27.63,$31.74
CA30,Manitoba,US86,Nevada,Peak,$32.60,$37.45
CA30,Manitoba,US87,California-North,NonPeak,$29.28,$44.62
CA30,Manitoba,US87,California-North,Peak,$34.55,$52.65
CA30,Manitoba,US88,California-South,NonPeak,$30.90,$34.45
CA30,Manitoba,US88,California-South,Peak,$36.46,$40.65
CI,Chile,US11,Maine,NonPeak,$15.28,$31.91
CI,Chile,US11,Maine,Peak,$18.03,$37.65
CI,Chile,US12,New Hampshire,NonPeak,$16.05,$44.74
CI,Chile,US12,New Hampshire,Peak,$18.94,$52.79
CI,Chile,US13,Vermont,NonPeak,$16.80,$34.56
CI,Chile,US13,Vermont,Peak,$19.82,$40.78
CI,Chile,US14,Massachusetts,NonPeak,$17.57,$32.09
CI,Chile,US14,Massachusetts,Peak,$20.73,$37.87
CI,Chile,US15,Rhode Island,NonPeak,$18.33,$44.91
CI,Chile,US15,Rhode Island,Peak,$21.63,$52.99
CI,Chile,US16,Connecticut,NonPeak,$24.38,$34.74
CI,Chile,US16,Connecticut,Peak,$28.77,$40.99
CI,Chile,US17,New York,NonPeak,$16.00,$32.26
CI,Chile,US17,New York,Peak,$18.88,$38.07
CI,Chile,US19,New Jersey,NonPeak,$27.63,$45.09
CI,Chile,US19,New Jersey,Peak,$32.60,$53.21
CI,Chile,US20,Pennsylvania,NonPeak,$29.28,$34.90
CI,Chile,US20,Pennsylvania,Peak,$34.55,$41.18
CI,Chile,US22,Delaware,NonPeak,$30.90,$32.44
CI,Chile,US22,Delaware,Peak,$36.46,$38.28
CI,Chile,US23,Maryland,NonPeak,$15.28,$43.94
CI,Chile,US23,Maryland,Peak,$18.03,$51.85
CI,Chile,US24,District Of Columbia,NonPeak,$16.05,$33.70
CI,Chile,US24,District Of Columbia,Peak,$18.94,$39.77
CI,Chile,US25,Virginia,NonPeak,$16.80,$31.29
CI,Chile,US25,Virginia,Peak,$19.82,$36.92
CI,Chile,US27,West Virginia,NonPeak,$17.57,$44.05
CI,Chile,US27,West Virginia,Peak,$20.73,$51.98
CI,Chile,US28,Kentucky,NonPeak,$18.33,$33.75
CI,Chile,US28,Kentucky,Peak,$21.63,$39.82
CI,Chile,US30,Michigan,NonPeak,$24.38,$31.40
CI,Chile,US30,Michigan,Peak,$28.77,$37.05
CI,Chile,US32,Wisconsin,NonPeak,$16.00,$44.17
CI,Chile,US32,Wisconsin,Peak,$18.88,$52.12
CI,Chile,US34,Ohio,NonPeak,$27.63,$33.98
CI,Chile,US34,Ohio,Peak,$32.60,$40.10
CI,Chile,US36,Indiana,NonPeak,$29.28,$31.45
CI,Chile,US36,Indiana,Peak,$34.55,$37.11
CI,Chile,US38,Illinois,NonPeak,$30.90,$44.28
CI,Chile,US38,Illinois,Peak,$36.46,$52.25
CI,Chile,US40,North Carolina,NonPeak,$15.28,$34.11
CI,Chile,US40,North Carolina,Peak,$18.03,$40.25
CI,Chile,US42,Tennessee,NonPeak,$16.05,$31.63
CI,Chile,US42,Tennessee,Peak,$18.94,$37.32
CI,Chile,US44,South Carolina,NonPeak,$16.80,$44.51
CI,Chile,US44,South Carolina,Peak,$19.82,$52.52
CI,Chile,US45,Georgia,NonPeak,$17.57,$34.33
CI,Chile,US45,Georgia,Peak,$20.73,$40.51
CI,Chile,US47,Alabama,NonPeak,$18.33,$31.74
CI,Chile,US47,Alabama,Peak,$21.63,$37.45
CI,Chile,US48,Mississippi,NonPeak,$24.38,$44.62
CI,Chile,US48,Mississippi,Peak,$28.77,$52.65
CI,Chile,US49,Florida-North,NonPeak,$16.00,$34.45
CI,Chile,US49,Florida-North,Peak,$18.88,$40.65
CI,Chile,US4964400,Florida-South,NonPeak,$27.63,$31.91
CI,Chile,US4964400,Florida-South,Peak,$32.60,$37.65
CI,Chile,US4965500,Florida Keys,NonPeak,$29.28,$44.74
CI,Chile,US4965500,Florida Keys,Peak,$34.55,$52.79
CI,Chile,US50,Minnesota,NonPeak,$30.90,$34.56
CI,Chile,US50,Minnesota,Peak,$36.46,$40.78
CI,Chile,US51,North Dakota,NonPeak,$15.28,$32.09
CI,Chile,US51,North Dakota,Peak,$18.03,$37.87
CI,Chile,US52,South Dakota,NonPeak,$16.05,$44.91
CI,Chile,US52,South Dakota,Peak,$18.94,$52.99
CI,Chile,US53,Iowa,NonPeak,$16.80,$34.74
CI,Chile,US53,Iowa,Peak,$19.82,$40.99
CI,Chile,US55,Nebraska,NonPeak,$17.57,$32.26
CI,Chile,US55,Nebraska,Peak,$20.73,$38.07
CI,Chile,US56,Missouri,NonPeak,$18.33,$45.09
CI,Chile,US56,Missouri,Peak,$21.63,$53.21
CI,Chile,US58,Kansas,NonPeak,$24.38,$34.90
CI,Chile,US58,Kansas,Peak,$28.77,$41.18
CI,Chile,US60,Arkansas,NonPeak,$16.00,$32.44
CI,Chile,US60,Arkansas,Peak,$18.88,$38.28
CI,Chile,US62,Oklahoma,NonPeak,$27.63,$43.94
CI,Chile,US62,Oklahoma,Peak,$32.60,$51.85
CI,Chile,US64,Louisiana,NonPeak,$29.28,$33.70
CI,Chile,US64,Louisiana,Peak,$34.55,$39.77
CI,Chile,US66,Texas-North,NonPeak,$30.90,$31.29
CI,Chile,US66,Texas-North,Peak,$36.46,$36.92
CI,Chile,US68,Texas-South,NonPeak,$15.28,$44.05
CI,Chile,US68,Texas-South,Peak,$18.03,$51.98
CI,Chile,US70,Montana,NonPeak,$16.05,$33.75
CI,Chile,US70,Montana,Peak,$18.94,$39.82
CI,Chile,US72,Wyoming,NonPeak,$16.80,$31.40
CI,Chile,US72,Wyoming,Peak,$19.82,$37.05
CI,Chile,US74,Colorado,NonPeak,$17.57,$44.17
CI,Chile,US74,Colorado,Peak,$20.73,$52.12
CI,Chile,US76,Utah,NonPeak,$18.33,$33.98
CI,Chile,US76,Utah,Peak,$21.63,$40.10
CI,Chile,US77,New Mexico,NonPeak,$24.38,$31.45
CI,Chile,US77,New Mexico,Peak,$28.77,$37.11
CI,Chile,US79,Arizona,NonPeak,$16.00,$44.28
CI,Chile,US79,Arizona,Peak,$18.88,$52.25
CI,Chile,US83,Idaho,NonPeak,$27.63,$34.11
CI,Chile,US83,Idaho,Peak,$32.60,$40.25
CI,Chile,US84,Washington,NonPeak,$29.28,$31.63
CI,Chile,US84,Washington,Peak,$34.55,$37.32
CI,Chile,US85,Oregon,NonPeak,$30.90,$44.51
CI,Chile,US85,Oregon,Peak,$36.46,$52.52
CI,Chile,US86,Nevada,NonPeak,$15.28,$34.33
CI,Chile,US86,Nevada,Peak,$18.03,$40.51
CI,Chile,US87,California-North,NonPeak,$16.05,$31.74
CI,Chile,US87,California-North,Peak,$18.94,$37.45
CI,Chile,US88,California-South,NonPeak,$16.80,$44.62
CI,Chile,US88,California-South,Peak,$19.82,$52.65
CO,Colombia,US11,Maine,NonPeak,$17.57,$34.45
CO,Colombia,US11,Maine,Peak,$20.73,$40.65
CO,Colombia,US12,New Hampshire,NonPeak,$18.33,$31.91
CO,Colombia,US12,New Hampshire,Peak,$21.63,$37.65
CO,Colombia,US13,Vermont,NonPeak,$24.38,$44.74
CO,Colombia,US13,Vermont,Peak,$28.77,$52.79
CO,Colombia,US14,Massachusetts,NonPeak,$16.00,$34.56
CO,Colombia,US14,Massachusetts,Peak,$18.88,$40.78
CO,Colombia,US15,Rhode Island,NonPeak,$27.63,$32.09
CO,Colombia,US15,Rhode Island,Peak,$32.60,$37.87
CO,Colombia,US16,Connecticut,NonPeak,$29.28,$44.91
CO,Colombia,US16,Connecticut,Peak,$34.55,$52.99
CO,Colombia,US17,New York,NonPeak,$30.90,$34.74
CO,Colombia,US17,New York,Peak,$36.46,$40.99
CO,Colombia,US19,New Jersey,NonPeak,$15.28,$32.26
CO,Colombia,US19,New Jersey,Peak,$18.03,$38.07
CO,Colombia,US20,Pennsylvania,NonPeak,$16.05,$45.09
CO,Colombia,US20,Pennsylvania,Peak,$18.94,$53.21
CO,Colombia,US22,Delaware,NonPeak,$16.80,$34.90
CO,Colombia,US22,Delaware,Peak,$19.82,$41.18
CO,Colombia,US23,Maryland,NonPeak,$17.57,$32.44
CO,Colombia,US23,Maryland,Peak,$20.73,$38.28
CO,Colombia,US24,District Of Columbia,NonPeak,$18.33,$43.94
CO,Colombia,US24,District Of Columbia,Peak,$21.63,$51.85
CO,Colombia,US25,Virginia,NonPeak,$24.38,$33.70
CO,Colombia,US25,Virginia,Peak,$28.77,$39.77
CO,Colombia,US27,West Virginia,NonPeak,$16.00,$31.29
CO,Colombia,US27,West Virginia,Peak,$18.88,$36.92
CO,Colombia,US28,Kentucky,NonPeak,$27.63,$44.05
CO,Colombia,US28,Kentucky,Peak,$32.60,$51.98
CO,Colombia,US30,Michigan,NonPeak,$29.28,$33.75
CO,Colombia,US30,Michigan,Peak,$34.55,$39.82
CO,Colombia,US32,Wisconsin,NonPeak,$30.90,$31.40
CO,Colombia,US32,Wisconsin,Peak,$36.46,$37.05
CO,Colombia,US34,Ohio,NonPeak,$15.28,$44.17
CO,Colombia,US34,Ohio,Peak,$18.03,$52.12
CO,Colombia,US36,Indiana,NonPeak,$16.05,$33.98
CO,Colombia,US36,Indiana,Peak,$18.94,$40.10
CO,Colombia,US38,Illinois,NonPeak,$16.80,$31.45
CO,Colombia,US38,Illinois,Peak,$19.82,$37.11
CO,Colombia,US40,North Carolina,NonPeak,$17.57,$44.28
CO,Colombia,US40,North Carolina,Peak,$20.73,$52.25
CO,Colombia,US42,Tennessee,NonPeak,$18.33,$34.11
CO,Colombia,US42,Tennessee,Peak,$21.63,$40.25
CO,Colombia,US44,South Carolina,NonPeak,$24.38,$31.63
CO,Colombia,US44,South Carolina,Peak,$28.77,$37.32
CO,Colombia,US45,Georgia,NonPeak,$16.00,$44.51
CO,Colombia,US45,Georgia,Peak,$18.88,$52.52
CO,Colombia,US47,Alabama,NonPeak,$27.63,$34.33
CO,Colombia,US47,Alabama,Peak,$32.60,$40.51
CO,Colombia,US48,Mississippi,NonPeak,$29.28,$31.74
CO,Colombia,US48,Mississippi,Peak,$34.55,$37.45
CO,Colombia,US49,Florida-North,NonPeak,$30.90,$44.62
CO,Colombia,US49,Florida-North,Peak,$36.46,$52.65
CO,Colombia,US4964400,Florida-South,NonPeak,$15.28,$34.45
CO,Colombia,US4964400,Florida-South,Peak,$18.03,$40.65
CO,Colombia,US4965500,Florida Keys,NonPeak,$16.05,$31.91
CO,Colombia,US4965500,Florida Keys,Peak,$18.94,$37.65
CO,Colombia,US50,Minnesota,NonPeak,$16.80,$44.74
CO,Colombia,US50,Minnesota,Peak,$19.82,$52.79
CO,Colombia,US51,North Dakota,NonPeak,$17.57,$34.56
CO,Colombia,US51,North Dakota,Peak,$20.73,$40.78
CO,Colombia,US52,South Dakota,NonPeak,$18.33,$32.09
CO,Colombia,US52,South Dakota,Peak,$21.63,$37.87
CO,Colombia,US53,Iowa,NonPeak,$24.38,$44.91
CO,Colombia,US53,Iowa,Peak,$28.77,$52.99
CO,Colombia,US55,Nebraska,NonPeak,$16.00,$34.74
CO,Colombia,US55,Nebraska,Peak,$18.88,$40.99
CO,Colombia,US56,Missouri,NonPeak,$27.63,$32.26
CO,Colombia,US56,Missouri,Peak,$32.60,$38.07
CO,Colombia,US58,Kansas,NonPeak,$29.28,$45.09
CO,Colombia,US58,Kansas,Peak,$34.55,$53.21
CO,Colombia,US60,Arkansas,NonPeak,$30.90,$34.90
CO,Colombia,US60,Arkansas,Peak,$36.46,$41.18
CO,Colombia,US62,Oklahoma,NonPeak,$15.28,$32.44
CO,Colombia,US62,Oklahoma,Peak,$18.03,$38.28
CO,Colombia,US64,Louisiana,NonPeak,$16.05,$43.94
CO,Colombia,US64,Louisiana,Peak,$18.94,$51.85
CO,Colombia,US66,Texas-North,NonPeak,$16.80,$33.70
CO,Colombia,US66,Texas-North,Peak,$19.82,$39.77
CO,Colombia,US68,Texas-South,NonPeak,$17.57,$31.29
CO,Colombia,US68,Texas-South,Peak,$20.73,$36.92
CO,Colombia,US70,Montana,NonPeak,$18.33,$44.05
CO,Colombia,US70,Montana,Peak,$21.63,$51.98
CO,Colombia,US72,Wyoming,NonPeak,$24.38,$33.75
CO,Colombia,US72,Wyoming,Peak,$28.77,$39.82
CO,Colombia,US74,Colorado,NonPeak,$16.00,$31.40
CO,Colombia,US74,Colorado,Peak,$18.88,$37.05
CO,Colombia,US76,Utah,NonPeak,$27.63,$44.17
CO,Colombia,US76,Utah,Peak,$32.60,$52.12
CO,Colombia,US77,New Mexico,NonPeak,$29.28,$33.98
CO,Colombia,US77,New Mexico,Peak,$34.55,$40.10
CO,Colombia,US79,Arizona,NonPeak,$30.90,$31.45
CO,Colombia,US79,Arizona,Peak,$36.46,$37.11
CO,Colombia,US83,Idaho,NonPeak,$15.28,$44.28
CO,Colombia,US83,Idaho,Peak,$18.03,$52.25
CO,Colombia,US84,Washington,NonPeak,$16.05,$34.11
CO,Colombia,US84,Washington,Peak,$18.94,$40.25
CO,Colombia,US85,Oregon,NonPeak,$16.80,$31.63
CO,Colombia,US85,Oregon,Peak,$19.82,$37.32
CO,Colombia,US86,Nevada,NonPeak,$17.57,$44.51
CO,Colombia,US86,Nevada,Peak,$20.73,$52.52
CO,Colombia,US87,California-North,NonPeak,$18.33,$34.33
CO,Colombia,US87,California-North,Peak,$21.63,$40.51
CO,Colombia,US88,California-South,NonPeak,$24.38,$31.74
CO,Colombia,US88,California-South,Peak,$28.77,$37.45
CS,Costa Rica,US11,Maine,NonPeak,$16.00,$44.62
CS,Costa Rica,US11,Maine,Peak,$18.88,$52.65
CS,Costa Rica,US12,New Hampshire,NonPeak,$27.63,$34.45
CS,Costa Rica,US12,New Hampshire,Peak,$32.60,$40.65
CS,Costa Rica,US13,Vermont,NonPeak,$29.28,$31.91
CS,Costa Rica,US13,Vermont,Peak,$34.55,$37.65
CS,Costa Rica,US14,Massachusetts,NonPeak,$30.90,$44.74
CS,Costa Rica,US14,Massachusetts,Peak,$36.46,$52.79
CS,Costa Rica,US15,Rhode Island,NonPeak,$15.28,$34.56
CS,Costa Rica,US15,Rhode Island,Peak,$18.03,$40.78
CS,Costa Rica,US16,Connecticut,NonPeak,$16.05,$32.09
CS,Costa Rica,US16,Connecticut,Peak,$18.94,$37.87
CS,Costa Rica,US17,New York,NonPeak,$16.80,$44.91
CS,Costa Rica,US17,New York,Peak,$19.82,$52.99
CS,Costa Rica,US19,New Jersey,NonPeak,$17.57,$34.74
CS,Costa Rica,US19,New Jersey,Peak,$20.73,$40.99
CS,Costa Rica,US20,Pennsylvania,NonPeak,$18.33,$32.26
CS,Costa Rica,US20,Pennsylvania,Peak,$21.63,$38.07
CS,Costa Rica,US22,Delaware,NonPeak,$24.38,$45.09
CS,Costa Rica,US22,Delaware,Peak,$28.77,$53.21
CS,Costa Rica,US23,Maryland,NonPeak,$16.00,$34.90
CS,Costa Rica,US23,Maryland,Peak,$18.88,$41.18
CS,Costa Rica,US24,District Of Columbia,NonPeak,$27.63,$32.44
CS,Costa Rica,US24,District Of Columbia,Peak,$32.60,$38.28
CS,Costa Rica,US25,Virginia,NonPeak,$29.28,$43.94
CS,Costa Rica,US25,Virginia,Peak,$34.55,$51.85
CS,Costa Rica,US27,West Virginia,NonPeak,$30.90,$33.70
CS,Costa Rica,US27,West Virginia,Peak,$36.46,$39.77
CS,Costa Rica,US28,Kentucky,NonPeak,$15.28,$31.29
CS,Costa Rica,US28,Kentucky,Peak,$18.03,$36.92
CS,Costa Rica,US30,Michigan,NonPeak,$16.05,$44.05
CS,Costa Rica,US30,Michigan,Peak,$18.94,$51.98
CS,Costa Rica,US32,Wisconsin,NonPeak,$16.80,$33.75
CS,Costa Rica,US32,Wisconsin,Peak,$19.82,$39.82
CS,Costa Rica,US34,Ohio,NonPeak,$17.57,$31.40
CS,Costa Rica,US34,Ohio,Peak,$20.73,$37.05
CS,Costa Rica,US36,Indiana,NonPeak,$18.33,$44.17
CS,Costa Rica,US36,Indiana,Peak,$21.63,$52.12
CS,Costa Rica,US38,Illinois,NonPeak,$24.38,$33.98
CS,Costa Rica,US38,Illinois,Peak,$28.77,$40.10
CS,Costa Rica,US40,North Carolina,NonPeak,$16.00,$31.45
CS,Costa Rica,US40,North Carolina,Peak,$18.88,$37.11
CS,Costa Rica,US42,Tennessee,NonPeak,$27.63,$44.28
CS,Costa Rica,US42,Tennessee,Peak,$32.60,$52.25
CS,Costa Rica,US44,South Carolina,NonPeak,$29.28,$34.11
CS,Costa Rica,US44,South Carolina,Peak,$34.55,$40.25
CS,Costa Rica,US45,Georgia,NonPeak,$30.90,$31.63
CS,Costa Rica,US45,Georgia,Peak,$36.46,$37.32
CS,Costa Rica,US47,Alabama,NonPeak,$15.28,$44.51
CS,Costa Rica,US47,Alabama,Peak,$18.03,$52.52
CS,Costa Rica,US48,Mississippi,NonPeak,$16.05,$34.33
CS,Costa Rica,US48,Mississippi,Peak,$18.94,$40.51
CS,Costa Rica,US49,Florida-North,NonPeak,$16.80,$31.74
CS,Costa Rica,US49,Florida-North,Peak,$19.82,$37.45
CS,Costa Rica,US4964400,Florida-South,NonPeak,$17.57,$44.62
CS,Costa Rica,US4964400,Florida-South,Peak,$20.73,$52.65
CS,Costa Rica,US4965500,Florida Keys,NonPeak,$18.33,$34.45
CS,Costa Rica,US4965500,Florida Keys,Peak,$21.63,$40.65
CS,Costa Rica,US50,Minnesota,NonPeak,$24.38,$31.91
CS,Costa Rica,US50,Minnesota,Peak,$28.77,$37.65
CS,Costa Rica,US51,North Dakota,NonPeak,$16.00,$44.74
CS,Costa Rica,US51,North Dakota,Peak,$18.88,$52.79
CS,Costa Rica,US52,South Dakota,NonPeak,$27.63,$34.56
CS,Costa Rica,US52,South Dakota,Peak,$32.60,$40.78
CS,Costa Rica,US53,Iowa,NonPeak,$29.28,$32.09
CS,Costa Rica,US53,Iowa,Peak,$34.55,$37.87
CS,Costa Rica,US55,Nebraska,NonPeak,$30.90,$44.91
CS,Costa Rica,US55,Nebraska,Peak,$36.46,$52.99
CS,Costa Rica,US56,Missouri,NonPeak,$15.28,$34.74
CS,Costa Rica,US56,Missouri,Peak,$18.03,$40.99
CS,Costa Rica,US58,Kansas,NonPeak,$16.05,$32.26
CS,Costa Rica,US58,Kansas,Peak,$18.94,$38.07
CS,Costa Rica,US60,Arkansas,NonPeak,$16.80,$45.09
CS,Costa Rica,US60,Arkansas,Peak,$19.82,$53.21
CS,Costa Rica,US62,Oklahoma,NonPeak,$17.57,$34.90
CS,Costa Rica,US62,Oklahoma,Peak,$20.73,$41.18
CS,Costa Rica,US64,Louisiana,NonPeak,$18.33,$32.44
CS,Costa Rica,US64,Louisiana,Peak,$21.63,$38.28
CS,Costa Rica,US66,Texas-North,NonPeak,$24.38,$43.94
CS,Costa Rica,US66,Texas-North,Peak,$28.77,$51.85
CS,Costa Rica,US68,Texas-South,NonPeak,$16.00,$33.70
CS,Costa Rica,US68,Texas-South,Peak,$18.88,$39.77
CS,Costa Rica,US70,Montana,NonPeak,$27.63,$31.29
CS,Costa Rica,US70,Montana,Peak,$32.60,$36.92
CS,Costa Rica,US72,Wyoming,NonPeak,$29.28,$44.05
CS,Costa Rica,US72,Wyoming,Peak,$34.55,$51.98
CS,Costa Rica,US74,Colorado,NonPeak,$30.90,$33.75
CS,Costa Rica,US74,Colorado,Peak,$36.46,$39.82
CS,Costa Rica,US76,Utah,NonPeak,$15.28,$31.40
CS,Costa Rica,US76,Utah,Peak,$18.03,$37.05
CS,Costa Rica,US77,New Mexico,NonPeak,$16.05,$44.17
CS,Costa Rica,US77,New Mexico,Peak,$18.94,$52.12
