service_area_number,origin_service_area,services_schedule,season,weight_lower,weight_upper,miles_lower,miles_upper,escalation_number,rate
68.0,"Sacramento, CA",3,Peak,500,4999,4001,999999,0,$25.112
68.0,"Sacramento, CA",3,Peak,5000,9999,0,250,0,$4.355
68.0,"Sacramento, CA",3,Peak,5000,9999,251,500,0,$4.586
68.0,"Sacramento, CA",3,Peak,5000,9999,501,1000,0,$5.049
68.0,"Sacramento, CA",3,Peak,5000,9999,1001,1500,0,$5.512
68.0,"Sacramento, CA",3,Peak,5000,9999,1501,2000,0,$5.975
68.0,"Sacramento, CA",3,Peak,5000,9999,2001,2500,0,$6.438
68.0,"Sacramento, CA",3,Peak,5000,9999,2501,3000,0,$6.900
68.0,"Sacramento, CA",3,Peak,5000,9999,3001,3500,0,$7.363
68.0,"Sacramento, CA",3,Peak,5000,9999,3501,4000,0,$7.826
68.0,"Sacramento, CA",3,Peak,5000,9999,4001,999999,0,$27.174
68.0,"Sacramento, CA",3,Peak,10000,999999,0,250,0,$10.541
68.0,"Sacramento, CA",3,Peak,10000,999999,251,500,0,$10.772
68.0,"Sacramento, CA",3,Peak,10000,999999,501,1000,0,$11.235
68.0,"Sacramento, CA",3,Peak,10000,999999,1001,1500,0,$11.698
68.0,"Sacramento, CA",3,Peak,10000,999999,1501,2000,0,$12.161
68.0,"Sacramento, CA",3,Peak,10000,999999,2001,2500,0,$12.624
68.0,"Sacramento, CA",3,Peak,10000,999999,2501,3000,0,$13.087
68.0,"Sacramento, CA",3,Peak,10000,999999,3001,3500,0,$13.549
68.0,"Sacramento, CA",3,Peak,10000,999999,3501,4000,0,$14.012
68.0,"Sacramento, CA",3,Peak,10000,999999,4001,999999,0,$33.360
72.0,"San Bernardino, CA",3,NonPeak,500,4999,0,250,0,$2.161
72.0,"San Bernardino, CA",3,NonPeak,500,4999,251,500,0,$2.379
72.0,"San Bernardino, CA",3,NonPeak,500,4999,501,1000,0,$2.815
72.0,"San Bernardino, CA",3,NonPeak,500,4999,1001,1500,0,$3.252
72.0,"San Bernardino, CA",3,NonPeak,500,4999,1501,2000,0,$3.688
72.0,"San Bernardino, CA",3,NonPeak,500,4999,2001,2500,0,$4.124
72.0,"San Bernardino, CA",3,NonPeak,500,4999,2501,3000,0,$4.560
72.0,"San Bernardino, CA",3,NonPeak,500,4999,3001,3500,0,$4.997
72.0,"San Bernardino, CA",3,NonPeak,500,4999,3501,4000,0,$5.433
72.0,"San Bernardino, CA",3,NonPeak,500,4999,4001,999999,0,$23.669
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,0,250,0,$4.105
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,251,500,0,$4.323
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,501,1000,0,$4.759
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,1001,1500,0,$5.195
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,1501,2000,0,$5.631
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,2001,2500,0,$6.068
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,2501,3000,0,$6.504
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,3001,3500,0,$6.940
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,3501,4000,0,$7.376
72.0,"San Bernardino, CA",3,NonPeak,5000,9999,4001,999999,0,$25.612
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,0,250,0,$9.935
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,251,500,0,$10.153
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,501,1000,0,$10.589
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,1001,1500,0,$11.026
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,1501,2000,0,$11.462
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,2001,2500,0,$11.898
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,2501,3000,0,$12.334
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,3001,3500,0,$12.771
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,3501,4000,0,$13.207
72.0,"San Bernardino, CA",3,NonPeak,10000,999999,4001,999999,0,$31.443
72.0,"San Bernardino, CA",3,Peak,500,4999,0,250,0,$2.293
72.0,"San Bernardino, CA",3,Peak,500,4999,251,500,0,$2.524
72.0,"San Bernardino, CA",3,Peak,500,4999,501,1000,0,$2.987
72.0,"San Bernardino, CA",3,Peak,500,4999,1001,1500,0,$3.450
72.0,"San Bernardino, CA",3,Peak,500,4999,1501,2000,0,$3.913
72.0,"San Bernardino, CA",3,Peak,500,4999,2001,2500,0,$4.376
72.0,"San Bernardino, CA",3,Peak,500,4999,2501,3000,0,$4.839
72.0,"San Bernardino, CA",3,Peak,500,4999,3001,3500,0,$5.301
72.0,"San Bernardino, CA",3,Peak,500,4999,3501,4000,0,$5.764
72.0,"San Bernardino, CA",3,Peak,500,4999,4001,999999,0,$25.112
72.0,"San Bernardino, CA",3,Peak,5000,9999,0,250,0,$4.355
72.0,"San Bernardino, CA",3,Peak,5000,9999,251,500,0,$4.586
72.0,"San Bernardino, CA",3,Peak,5000,9999,501,1000,0,$5.049
72.0,"San Bernardino, CA",3,Peak,5000,9999,1001,1500,0,$5.512
72.0,"San Bernardino, CA",3,Peak,5000,9999,1501,2000,0,$5.975
72.0,"San Bernardino, CA",3,Peak,5000,9999,2001,2500,0,$6.438
72.0,"San Bernardino, CA",3,Peak,5000,9999,2501,3000,0,$6.900
72.0,"San Bernardino, CA",3,Peak,5000,9999,3001,3500,0,$7.363
72.0,"San Bernardino, CA",3,Peak,5000,9999,3501,4000,0,$7.826
72.0,"San Bernardino, CA",3,Peak,5000,9999,4001,999999,0,$27.174
72.0,"San Bernardino, CA",3,Peak,10000,999999,0,250,0,$10.541
72.0,"San Bernardino, CA",3,Peak,10000,999999,251,500,0,$10.772
72.0,"San Bernardino, CA",3,Peak,10000,999999,501,1000,0,$11.235
72.0,"San Bernardino, CA",3,Peak,10000,999999,1001,1500,0,$11.698
72.0,"San Bernardino, CA",3,Peak,10000,999999,1501,2000,0,$12.161
72.0,"San Bernardino, CA",3,Peak,10000,999999,2001,2500,0,$12.624
72.0,"San Bernardino, CA",3,Peak,10000,999999,2501,3000,0,$13.087
72.0,"San Bernardino, CA",3,Peak,10000,999999,3001,3500,0,$13.549
72.0,"San Bernardino, CA",3,Peak,10000,999999,3501,4000,0,$14.012
72.0,"San Bernardino, CA",3,Peak,10000,999999,4001,999999,0,$33.360
76.0,"San Diego, CA",3,NonPeak,500,4999,0,250,0,$2.161
76.0,"San Diego, CA",3,NonPeak,500,4999,251,500,0,$2.379
76.0,"San Diego, CA",3,NonPeak,500,4999,501,1000,0,$2.815
76.0,"San Diego, CA",3,NonPeak,500,4999,1001,1500,0,$3.252
76.0,"San Diego, CA",3,NonPeak,500,4999,1501,2000,0,$3.688
76.0,"San Diego, CA",3,NonPeak,500,4999,2001,2500,0,$4.124
76.0,"San Diego, CA",3,NonPeak,500,4999,2501,3000,0,$4.560
76.0,"San Diego, CA",3,NonPeak,500,4999,3001,3500,0,$4.997
76.0,"San Diego, CA",3,NonPeak,500,4999,3501,4000,0,$5.433
76.0,"San Diego, CA",3,NonPeak,500,4999,4001,999999,0,$23.669
76.0,"San Diego, CA",3,NonPeak,5000,9999,0,250,0,$4.105
76.0,"San Diego, CA",3,NonPeak,5000,9999,251,500,0,$4.323
76.0,"San Diego, CA",3,NonPeak,5000,9999,501,1000,0,$4.759
76.0,"San Diego, CA",3,NonPeak,5000,9999,1001,1500,0,$5.195
76.0,"San Diego, CA",3,NonPeak,5000,9999,1501,2000,0,$5.631
76.0,"San Diego, CA",3,NonPeak,5000,9999,2001,2500,0,$6.068
76.0,"San Diego, CA",3,NonPeak,5000,9999,2501,3000,0,$6.504
76.0,"San Diego, CA",3,NonPeak,5000,9999,3001,3500,0,$6.940
76.0,"San Diego, CA",3,NonPeak,5000,9999,3501,4000,0,$7.376
76.0,"San Diego, CA",3,NonPeak,5000,9999,4001,999999,0,$25.612
76.0,"San Diego, CA",3,NonPeak,10000,999999,0,250,0,$9.935
76.0,"San Diego, CA",3,NonPeak,10000,999999,251,500,0,$10.153
76.0,"San Diego, CA",3,NonPeak,10000,999999,501,1000,0,$10.589
76.0,"San Diego, CA",3,NonPeak,10000,999999,1001,1500,0,$11.026
76.0,"San Diego, CA",3,NonPeak,10000,999999,1501,2000,0,$11.462
76.0,"San Diego, CA",3,NonPeak,10000,999999,2001,2500,0,$11.898
76.0,"San Diego, CA",3,NonPeak,10000,999999,2501,3000,0,$12.334
76.0,"San Diego, CA",3,NonPeak,10000,999999,3001,3500,0,$12.771
76.0,"San Diego, CA",3,NonPeak,10000,999999,3501,4000,0,$13.207
76.0,"San Diego, CA",3,NonPeak,10000,999999,4001,999999,0,$31.443
76.0,"San Diego, CA",3,Peak,500,4999,0,250,0,$2.293
76.0,"San Diego, CA",3,Peak,500,4999,251,500,0,$2.524
76.0,"San Diego, CA",3,Peak,500,4999,501,1000,0,$2.987
76.0,"San Diego, CA",3,Peak,500,4999,1001,1500,0,$3.450
76.0,"San Diego, CA",3,Peak,500,4999,1501,2000,0,$3.913
76.0,"San Diego, CA",3,Peak,500,4999,2001,2500,0,$4.376
76.0,"San Diego, CA",3,Peak,500,4999,2501,3000,0,$4.839
76.0,"San Diego, CA",3,Peak,500,4999,3001,3500,0,$5.301
76.0,"San Diego, CA",3,Peak,500,4999,3501,4000,0,$5.764
76.0,"San Diego, CA",3,Peak,500,4999,4001,999999,0,$25.112
76.0,"San Diego, CA",3,Peak,5000,9999,0,250,0,$4.355
76.0,"San Diego, CA",3,Peak,5000,9999,251,500,0,$4.586
76.0,"San Diego, CA",3,Peak,5000,9999,501,1000,0,$5.049
76.0,"San Diego, CA",3,Peak,5000,9999,1001,1500,0,$5.512
76.0,"San Diego, CA",3,Peak,5000,9999,1501,2000,0,$5.975
76.0,"San Diego, CA",3,Peak,5000,9999,2001,2500,0,$6.438
76.0,"San Diego, CA",3,Peak,5000,9999,2501,3000,0,$6.900
76.0,"San Diego, CA",3,Peak,5000,9999,3001,3500,0,$7.363
76.0,"San Diego, CA",3,Peak,5000,9999,3501,4000,0,$7.826
76.0,"San Diego, CA",3,Peak,5000,9999,4001,999999,0,$27.174
76.0,"San Diego, CA",3,Peak,10000,999999,0,250,0,$10.541
76.0,"San Diego, CA",3,Peak,10000,999999,251,500,0,$10.772
76.0,"San Diego, CA",3,Peak,10000,999999,501,1000,0,$11.235
76.0,"San Diego, CA",3,Peak,10000,999999,1001,1500,0,$11.698
76.0,"San Diego, CA",3,Peak,10000,999999,1501,2000,0,$12.161
76.0,"San Diego, CA",3,Peak,10000,999999,2001,2500,0,$12.624
76.0,"San Diego, CA",3,Peak,10000,999999,2501,3000,0,$13.087
76.0,"San Diego, CA",3,Peak,10000,999999,3001,3500,0,$13.549
76.0,"San Diego, CA",3,Peak,10000,999999,3501,4000,0,$14.012
76.0,"San Diego, CA",3,Peak,10000,999999,4001,999999,0,$33.360
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,0,250,0,$2.161
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,251,500,0,$2.379
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,501,1000,0,$2.815
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,1001,1500,0,$3.252
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,1501,2000,0,$3.688
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,2001,2500,0,$4.124
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,2501,3000,0,$4.560
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,3001,3500,0,$4.997
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,3501,4000,0,$5.433
77.0,"San Diego, CA Metro",3,NonPeak,500,4999,4001,999999,0,$23.669
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,0,250,0,$4.105
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,251,500,0,$4.323
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,501,1000,0,$4.759
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,1001,1500,0,$5.195
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,1501,2000,0,$5.631
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,2001,2500,0,$6.068
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,2501,3000,0,$6.504
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,3001,3500,0,$6.940
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,3501,4000,0,$7.376
77.0,"San Diego, CA Metro",3,NonPeak,5000,9999,4001,999999,0,$25.612
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,0,250,0,$9.935
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,251,500,0,$10.153
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,501,1000,0,$10.589
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,1001,1500,0,$11.026
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,1501,2000,0,$11.462
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,2001,2500,0,$11.898
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,2501,3000,0,$12.334
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,3001,3500,0,$0.000
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,3501,4000,0,$13.207
77.0,"San Diego, CA Metro",3,NonPeak,10000,999999,4001,999999,0,$31.443
77.0,"San Diego, CA Metro",3,Peak,500,4999,0,250,0,$2.293
77.0,"San Diego, CA Metro",3,Peak,500,4999,251,500,0,$2.524
77.0,"San Diego, CA Metro",3,Peak,500,4999,501,1000,0,$2.987
77.0,"San Diego, CA Metro",3,Peak,500,4999,1001,1500,0,$3.450
77.0,"San Diego, CA Metro",3,Peak,500,4999,1501,2000,0,$3.913
77.0,"San Diego, CA Metro",3,Peak,500,4999,2001,2500,0,$4.376
77.0,"San Diego, CA Metro",3,Peak,500,4999,2501,3000,0,$4.839
77.0,"San Diego, CA Metro",3,Peak,500,4999,3001,3500,0,$5.301
77.0,"San Diego, CA Metro",3,Peak,500,4999,3501,4000,0,$5.764
77.0,"San Diego, CA Metro",3,Peak,500,4999,4001,999999,0,$25.112
77.0,"San Diego, CA Metro",3,Peak,5000,9999,0,250,0,$4.355
77.0,"San Diego, CA Metro",3,Peak,5000,9999,251,500,0,$4.586
77.0,"San Diego, CA Metro",3,Peak,5000,9999,501,1000,0,$5.049
77.0,"San Diego, CA Metro",3,Peak,5000,9999,1001,1500,0,$5.512
77.0,"San Diego, CA Metro",3,Peak,5000,9999,1501,2000,0,$5.975
77.0,"San Diego, CA Metro",3,Peak,5000,9999,2001,2500,0,$6.438
77.0,"San Diego, CA Metro",3,Peak,5000,9999,2501,3000,0,$6.900
77.0,"San Diego, CA Metro",3,Peak,5000,9999,3001,3500,0,$7.363
77.0,"San Diego, CA Metro",3,Peak,5000,9999,3501,4000,0,$7.826
77.0,"San Diego, CA Metro",3,Peak,5000,9999,4001,999999,0,$27.174
77.0,"San Diego, CA Metro",3,Peak,10000,999999,0,250,0,$10.541
77.0,"San Diego, CA Metro",3,Peak,10000,999999,251,500,0,$10.772
77.0,"San Diego, CA Metro",3,Peak,10000,999999,501,1000,0,$11.235
77.0,"San Diego, CA Metro",3,Peak,10000,999999,1001,1500,0,$11.698
77.0,"San Diego, CA Metro",3,Peak,10000,999999,1501,2000,0,$12.161
77.0,"San Diego, CA Metro",3,Peak,10000,999999,2001,2500,0,$12.624
77.0,"San Diego, CA Metro",3,Peak,10000,999999,2501,3000,0,$13.087
77.0,"San Diego, CA Metro",3,Peak,10000,999999,3001,3500,0,$13.549
77.0,"San Diego, CA Metro",3,Peak,10000,999999,3501,4000,0,$14.012
77.0,"San Diego, CA Metro",3,Peak,10000,999999,4001,999999,0,$33.360
80.0,"San Francisco, CA",3,NonPeak,500,4999,0,250,0,$2.161
80.0,"San Francisco, CA",3,NonPeak,500,4999,251,500,0,$2.379
80.0,"San Francisco, CA",3,NonPeak,500,4999,501,1000,0,$2.815
80.0,"San Francisco, CA",3,NonPeak,500,4999,1001,1500,0,$3.252
80.0,"San Francisco, CA",3,NonPeak,500,4999,1501,2000,0,$3.688
80.0,"San Francisco, CA",3,NonPeak,500,4999,2001,2500,0,$4.124
80.0,"San Francisco, CA",3,NonPeak,500,4999,2501,3000,0,$4.560
80.0,"San Francisco, CA",3,NonPeak,500,4999,3001,3500,0,$4.997
80.0,"San Francisco, CA",3,NonPeak,500,4999,3501,4000,0,$5.433
80.0,"San Francisco, CA",3,NonPeak,500,4999,4001,999999,0,$23.669
80.0,"San Francisco, CA",3,NonPeak,5000,9999,0,250,0,$4.105
80.0,"San Francisco, CA",3,NonPeak,5000,9999,251,500,0,$4.323
80.0,"San Francisco, CA",3,NonPeak,5000,9999,501,1000,0,$4.759
80.0,"San Francisco, CA",3,NonPeak,5000,9999,1001,1500,0,$5.195
80.0,"San Francisco, CA",3,NonPeak,5000,9999,1501,2000,0,$5.631
80.0,"San Francisco, CA",3,NonPeak,5000,9999,2001,2500,0,$6.068
80.0,"San Francisco, CA",3,NonPeak,5000,9999,2501,3000,0,$6.504
80.0,"San Francisco, CA",3,NonPeak,5000,9999,3001,3500,0,$6.940
80.0,"San Francisco, CA",3,NonPeak,5000,9999,3501,4000,0,$7.376
80.0,"San Francisco, CA",3,NonPeak,5000,9999,4001,999999,0,$25.612
80.0,"San Francisco, CA",3,NonPeak,10000,999999,0,250,0,$9.935
80.0,"San Francisco, CA",3,NonPeak,10000,999999,251,500,0,$10.153
80.0,"San Francisco, CA",3,NonPeak,10000,999999,501,1000,0,$10.589
80.0,"San Francisco, CA",3,NonPeak,10000,999999,1001,1500,0,$11.026
80.0,"San Francisco, CA",3,NonPeak,10000,999999,1501,2000,0,$11.462
80.0,"San Francisco, CA",3,NonPeak,10000,999999,2001,2500,0,$11.898
80.0,"San Francisco, CA",3,NonPeak,10000,999999,2501,3000,0,$12.334
80.0,"San Francisco, CA",3,NonPeak,10000,999999,3001,3500,0,$12.771
80.0,"San Francisco, CA",3,NonPeak,10000,999999,3501,4000,0,$13.207
80.0,"San Francisco, CA",3,NonPeak,10000,999999,4001,999999,0,$31.443
80.0,"San Francisco, CA",3,Peak,500,4999,0,250,0,$2.293
80.0,"San Francisco, CA",3,Peak,500,4999,251,500,0,$2.524
80.0,"San Francisco, CA",3,Peak,500,4999,501,1000,0,$2.987
80.0,"San Francisco, CA",3,Peak,500,4999,1001,1500,0,$3.450
80.0,"San Francisco, CA",3,Peak,500,4999,1501,2000,0,$3.913
80.0,"San Francisco, CA",3,Peak,500,4999,2001,2500,0,$4.376
80.0,"San Francisco, CA",3,Peak,500,4999,2501,3000,0,$4.839
80.0,"San Francisco, CA",3,Peak,500,4999,3001,3500,0,$5.301
80.0,"San Francisco, CA",3,Peak,500,4999,3501,4000,0,$5.764
80.0,"San Francisco, CA",3,Peak,500,4999,4001,999999,0,$25.112
80.0,"San Francisco, CA",3,Peak,5000,9999,0,250,0,$4.355
80.0,"San Francisco, CA",3,Peak,5000,9999,251,500,0,$4.586
80.0,"San Francisco, CA",3,Peak,5000,9999,501,1000,0,$5.049
80.0,"San Francisco, CA",3,Peak,5000,9999,1001,1500,0,$5.512
80.0,"San Francisco, CA",3,Peak,5000,9999,1501,2000,0,$5.975
80.0,"San Francisco, CA",3,Peak,5000,9999,2001,2500,0,$6.438
80.0,"San Francisco, CA",3,Peak,5000,9999,2501,3000,0,$6.900
80.0,"San Francisco, CA",3,Peak,5000,9999,3001,3500,0,$7.363
80.0,"San Francisco, CA",3,Peak,5000,9999,3501,4000,0,$7.826
80.0,"San Francisco, CA",3,Peak,5000,9999,4001,999999,0,$27.174
80.0,"San Francisco, CA",3,Peak,10000,999999,0,250,0,$10.541
80.0,"San Francisco, CA",3,Peak,10000,999999,251,500,0,$10.772
80.0,"San Francisco, CA",3,Peak,10000,999999,501,1000,0,$11.235
80.0,"San Francisco, CA",3,Peak,10000,999999,1001,1500,0,$11.698
80.0,"San Francisco, CA",3,Peak,10000,999999,1501,2000,0,$12.161
80.0,"San Francisco, CA",3,Peak,10000,999999,2001,2500,0,$12.624
80.0,"San Francisco, CA",3,Peak,10000,999999,2501,3000,0,$13.087
80.0,"San Francisco, CA",3,Peak,10000,999999,3001,3500,0,$13.549
80.0,"San Francisco, CA",3,Peak,10000,999999,3501,4000,0,$14.012
80.0,"San Francisco, CA",3,Peak,10000,999999,4001,999999,0,$33.360
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,0,250,0,$2.161
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,251,500,0,$2.379
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,501,1000,0,$2.815
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,1001,1500,0,$3.252
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,1501,2000,0,$3.688
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,2001,2500,0,$4.124
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,2501,3000,0,$4.560
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,3001,3500,0,$4.997
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,3501,4000,0,$5.433
81.0,"San Francisco, CA Metro",3,NonPeak,500,4999,4001,999999,0,$23.669
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,0,250,0,$4.105
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,251,500,0,$4.323
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,501,1000,0,$4.759
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,1001,1500,0,$5.195
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,1501,2000,0,$5.631
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,2001,2500,0,$6.068
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,2501,3000,0,$6.504
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,3001,3500,0,$6.940
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,3501,4000,0,$7.376
81.0,"San Francisco, CA Metro",3,NonPeak,5000,9999,4001,999999,0,$25.612
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,0,250,0,$9.935
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,251,500,0,$10.153
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,501,1000,0,$10.589
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,1001,1500,0,$11.026
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,1501,2000,0,$11.462
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,2001,2500,0,$11.898
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,2501,3000,0,$12.334
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,3001,3500,0,$12.771
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,3501,4000,0,$13.207
81.0,"San Francisco, CA Metro",3,NonPeak,10000,999999,4001,999999,0,$31.443
81.0,"San Francisco, CA Metro",3,Peak,500,4999,0,250,0,$2.293
81.0,"San Francisco, CA Metro",3,Peak,500,4999,251,500,0,$2.524
81.0,"San Francisco, CA Metro",3,Peak,500,4999,501,1000,0,$2.987
81.0,"San Francisco, CA Metro",3,Peak,500,4999,1001,1500,0,$3.450
81.0,"San Francisco, CA Metro",3,Peak,500,4999,1501,2000,0,$3.913
81.0,"San Francisco, CA Metro",3,Peak,500,4999,2001,2500,0,$4.376
81.0,"San Francisco, CA Metro",3,Peak,500,4999,2501,3000,0,$4.839
81.0,"San Francisco, CA Metro",3,Peak,500,4999,3001,3500,0,$5.301
81.0,"San Francisco, CA Metro",3,Peak,500,4999,3501,4000,0,$5.764
81.0,"San Francisco, CA Metro",3,Peak,500,4999,4001,999999,0,$25.112
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,0,250,0,$4.355
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,251,500,0,$4.586
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,501,1000,0,$5.049
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,1001,1500,0,$5.512
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,1501,2000,0,$5.975
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,2001,2500,0,$6.438
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,2501,3000,0,$6.900
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,3001,3500,0,$7.363
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,3501,4000,0,$7.826
81.0,"San Francisco, CA Metro",3,Peak,5000,9999,4001,999999,0,$27.174
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,0,250,0,$10.541
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,251,500,0,$10.772
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,501,1000,0,$11.235
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,1001,1500,0,$11.698
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,1501,2000,0,$12.161
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,2001,2500,0,$12.624
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,2501,3000,0,$13.087
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,3001,3500,0,$13.549
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,3501,4000,0,$14.012
81.0,"San Francisco, CA Metro",3,Peak,10000,999999,4001,999999,0,$33.360
84.0,"Yuba City, CA",2,NonPeak,500,4999,0,250,0,$2.161
84.0,"Yuba City, CA",2,NonPeak,500,4999,251,500,0,$2.379
84.0,"Yuba City, CA",2,NonPeak,500,4999,501,1000,0,$2.815
84.0,"Yuba City, CA",2,NonPeak,500,4999,1001,1500,0,$3.252
84.0,"Yuba City, CA",2,NonPeak,500,4999,1501,2000,0,$3.688
84.0,"Yuba City, CA",2,NonPeak,500,4999,2001,2500,0,$4.124
84.0,"Yuba City, CA",2,NonPeak,500,4999,2501,3000,0,$4.560
84.0,"Yuba City, CA",2,NonPeak,500,4999,3001,3500,0,$4.997
84.0,"Yuba City, CA",2,NonPeak,500,4999,3501,4000,0,$5.433
84.0,"Yuba City, CA",2,NonPeak,500,4999,4001,999999,0,$23.669
84.0,"Yuba City, CA",2,NonPeak,5000,9999,0,250,0,$4.105
84.0,"Yuba City, CA",2,NonPeak,5000,9999,251,500,0,$4.323
84.0,"Yuba City, CA",2,NonPeak,5000,9999,501,1000,0,$4.759
84.0,"Yuba City, CA",2,NonPeak,5000,9999,1001,1500,0,$5.195
84.0,"Yuba City, CA",2,NonPeak,5000,9999,1501,2000,0,$5.631
84.0,"Yuba City, CA",2,NonPeak,5000,9999,2001,2500,0,$6.068
84.0,"Yuba City, CA",2,NonPeak,5000,9999,2501,3000,0,$6.504
84.0,"Yuba City, CA",2,NonPeak,5000,9999,3001,3500,0,$6.940
84.0,"Yuba City, CA",2,NonPeak,5000,9999,3501,4000,0,$7.376
84.0,"Yuba City, CA",2,NonPeak,5000,9999,4001,999999,0,$25.612
84.0,"Yuba City, CA",2,NonPeak,10000,999999,0,250,0,$9.935
84.0,"Yuba City, CA",2,NonPeak,10000,999999,251,500,0,$10.153
84.0,"Yuba City, CA",2,NonPeak,10000,999999,501,1000,0,$10.589
84.0,"Yuba City, CA",2,NonPeak,10000,999999,1001,1500,0,$11.026
84.0,"Yuba City, CA",2,NonPeak,10000,999999,1501,2000,0,$11.462
84.0,"Yuba City, CA",2,NonPeak,10000,999999,2001,2500,0,$11.898
84.0,"Yuba City, CA",2,NonPeak,10000,999999,2501,3000,0,$12.334
