origin_id,origin_area,destination_id,destination_area,move_type,season,hhg_price,ub_price
NSRA8,Africa - North,CI,Chile,NSRA to OCONUS,NonPeak,$10.83,$61.92
NSRA8,Africa - North,CI,Chile,NSRA to OCONUS,Peak,$12.78,$73.07
NSRA8,Africa - North,CO,Colombia,NSRA to OCONUS,NonPeak,$11.35,$47.93
NSRA8,Africa - North,CO,Colombia,NSRA to OCONUS,Peak,$13.39,$56.56
NSRA8,Africa - North,CS,Costa Rica,NSRA to OCONUS,NonPeak,$11.82,$44.58
NSRA8,Africa - North,CS,Costa Rica,NSRA to OCONUS,Peak,$13.95,$52.60
NSRA8,Africa - North,EC,Ecuador,NSRA to OCONUS,NonPeak,$8.88,$61.80
NSRA8,Africa - North,EC,Ecuador,NSRA to OCONUS,Peak,$10.48,$72.92
NSRA8,Africa - North,ES,El Salvador,NSRA to OCONUS,NonPeak,$9.31,$47.76
NSRA8,Africa - North,ES,El Salvador,NSRA to OCONUS,Peak,$10.99,$56.36
NSRA8,Africa - North,GE,Germany,NSRA to OCONUS,NonPeak,$9.77,$44.24
NSRA8,Africa - North,GE,Germany,NSRA to OCONUS,Peak,$11.53,$52.20
NSRA8,Africa - North,GQ,Guam,NSRA to OCONUS,NonPeak,$10.21,$61.92
NSRA8,Africa - North,GQ,Guam,NSRA to OCONUS,Peak,$12.05,$73.07
NSRA8,Africa - North,GR,Greece,NSRA to OCONUS,NonPeak,$10.65,$47.93
NSRA8,Africa - North,GR,Greece,NSRA to OCONUS,Peak,$12.57,$56.56
NSRA8,Africa - North,GR29,Crete,NSRA to OCONUS,NonPeak,$51.01,$44.58
NSRA8,Africa - North,GR29,Crete,NSRA to OCONUS,Peak,$60.19,$52.60
NSRA8,Africa - North,GT,Guatemala,NSRA to OCONUS,NonPeak,$51.21,$61.80
NSRA8,Africa - North,GT,Guatemala,NSRA to OCONUS,Peak,$60.43,$72.92
NSRA8,Africa - North,HO,Honduras,NSRA to OCONUS,NonPeak,$51.55,$47.76
NSRA8,Africa - North,HO,Honduras,NSRA to OCONUS,Peak,$60.83,$56.36
NSRA8,Africa - North,HU,Hungary,NSRA to OCONUS,NonPeak,$51.72,$44.24
NSRA8,Africa - North,HU,Hungary,NSRA to OCONUS,Peak,$61.03,$52.20
NSRA8,Africa - North,IT,Italy,NSRA to OCONUS,NonPeak,$51.29,$61.92
NSRA8,Africa - North,IT,Italy,NSRA to OCONUS,Peak,$60.52,$73.07
NSRA8,Africa - North,IT10,Sicily,NSRA to OCONUS,NonPeak,$47.93,$47.93
NSRA8,Africa - North,IT10,Sicily,NSRA to OCONUS,Peak,$56.56,$56.56
NSRA8,Africa - North,JA01,Japan-Central,NSRA to OCONUS,NonPeak,$47.42,$44.58
NSRA8,Africa - North,JA01,Japan-Central,NSRA to OCONUS,Peak,$55.96,$52.60
NSRA8,Africa - North,JA02,Japan-South (Excludes Hokkaido),NSRA to OCONUS,NonPeak,$48.21,$43.94
NSRA8,Africa - North,JA02,Japan-South (Excludes Hokkaido),NSRA to OCONUS,Peak,$56.89,$51.85
NSRA8,Africa - North,JA03,Japan-North,NSRA to OCONUS,NonPeak,$48.49,$33.70
NSRA8,Africa - North,JA03,Japan-North,NSRA to OCONUS,Peak,$57.22,$39.77
NSRA8,Africa - North,JA96,Okinawa,NSRA to OCONUS,NonPeak,$48.72,$31.29
NSRA8,Africa - North,JA96,Okinawa,NSRA to OCONUS,Peak,$57.49,$36.92
NSRA8,Africa - North,KS,"Korea, Republic Of",NSRA to OCONUS,NonPeak,$71.44,$44.05
NSRA8,Africa - North,KS,"Korea, Republic Of",NSRA to OCONUS,Peak,$84.30,$51.98
NSRA8,Africa - North,KU,Kuwait,NSRA to OCONUS,NonPeak,$71.61,$33.75
NSRA8,Africa - North,KU,Kuwait,NSRA to OCONUS,Peak,$84.50,$39.82
NSRA8,Africa - North,NL,Netherlands,NSRA to OCONUS,NonPeak,$71.89,$31.40
NSRA8,Africa - North,NL,Netherlands,NSRA to OCONUS,Peak,$84.83,$37.05
NSRA8,Africa - North,NO,Norway,NSRA to OCONUS,NonPeak,$72.68,$44.17
NSRA8,Africa - North,NO,Norway,NSRA to OCONUS,Peak,$85.76,$52.12
NSRA8,Africa - North,PA,Paraguay,NSRA to OCONUS,NonPeak,$15.28,$16.89
NSRA8,Africa - North,PA,Paraguay,NSRA to OCONUS,Peak,$18.03,$19.93
NSRA8,Africa - North,PE,Peru,NSRA to OCONUS,NonPeak,$16.05,$11.66
NSRA8,Africa - North,PE,Peru,NSRA to OCONUS,Peak,$18.94,$13.76
NSRA8,Africa - North,PL,Poland,NSRA to OCONUS,NonPeak,$16.80,$10.16
NSRA8,Africa - North,PL,Poland,NSRA to OCONUS,Peak,$19.82,$11.99
NSRA8,Africa - North,PO,Portugal,NSRA to OCONUS,NonPeak,$17.57,$16.98
NSRA8,Africa - North,PO,Portugal,NSRA to OCONUS,Peak,$20.73,$20.04
NSRA8,Africa - North,PO01,Azores,NSRA to OCONUS,NonPeak,$18.33,$11.75
NSRA8,Africa - North,PO01,Azores,NSRA to OCONUS,Peak,$21.63,$13.86
NSRA8,Africa - North,QA,Qatar,NSRA to OCONUS,NonPeak,$24.38,$10.25
NSRA8,Africa - North,QA,Qatar,NSRA to OCONUS,Peak,$28.77,$12.09
NSRA8,Africa - North,RO,Romania,NSRA to OCONUS,NonPeak,$16.00,$17.11
NSRA8,Africa - North,RO,Romania,NSRA to OCONUS,Peak,$18.88,$20.19
NSRA8,Africa - North,RQ,Puerto Rico,NSRA to OCONUS,NonPeak,$27.63,$11.86
NSRA8,Africa - North,RQ,Puerto Rico,NSRA to OCONUS,Peak,$32.60,$13.99
NSRA8,Africa - North,SA,Saudi Arabia,NSRA to OCONUS,NonPeak,$29.28,$10.37
NSRA8,Africa - North,SA,Saudi Arabia,NSRA to OCONUS,Peak,$34.55,$12.24
NSRA8,Africa - North,SN,Singapore,NSRA to OCONUS,NonPeak,$15.28,$16.89
NSRA8,Africa - North,SN,Singapore,NSRA to OCONUS,Peak,$18.03,$19.93
NSRA8,Africa - North,SP,Spain,NSRA to OCONUS,NonPeak,$16.05,$11.66
NSRA8,Africa - North,SP,Spain,NSRA to OCONUS,Peak,$18.94,$13.76
NSRA8,Africa - North,TU,Turkey,NSRA to OCONUS,NonPeak,$16.80,$10.16
NSRA8,Africa - North,TU,Turkey,NSRA to OCONUS,Peak,$19.82,$11.99
NSRA8,Africa - North,UK,United Kingdom,NSRA to OCONUS,NonPeak,$17.57,$16.98
NSRA8,Africa - North,UK,United Kingdom,NSRA to OCONUS,Peak,$20.73,$20.04
NSRA8,Africa - North,US8030400,Alaska (Zone) IV,NSRA to OCONUS,NonPeak,$18.33,$11.75
NSRA8,Africa - North,US8030400,Alaska (Zone) IV,NSRA to OCONUS,Peak,$21.63,$13.86
NSRA8,Africa - North,US8050500,Alaska (Zone) III,NSRA to OCONUS,NonPeak,$24.38,$10.25
NSRA8,Africa - North,US8050500,Alaska (Zone) III,NSRA to OCONUS,Peak,$28.77,$12.09
NSRA8,Africa - North,US8101000,Alaska (Zone) I,NSRA to OCONUS,NonPeak,$16.00,$17.11
NSRA8,Africa - North,US8101000,Alaska (Zone) I,NSRA to OCONUS,Peak,$18.88,$20.19
NSRA8,Africa - North,US8190100,Alaska (Zone) II,NSRA to OCONUS,NonPeak,$27.63,$11.86
NSRA8,Africa - North,US8190100,Alaska (Zone) II,NSRA to OCONUS,Peak,$32.60,$13.99
NSRA8,Africa - North,US89,Hawaii,NSRA to OCONUS,NonPeak,$29.28,$10.37
NSRA8,Africa - North,US89,Hawaii,NSRA to OCONUS,Peak,$34.55,$12.24
NSRA8,Africa - North,UY,Uruguay,NSRA to OCONUS,NonPeak,$30.90,$17.17
NSRA8,Africa - North,UY,Uruguay,NSRA to OCONUS,Peak,$36.46,$20.26
NSRA8,Africa - North,VE,Venezuela,NSRA to OCONUS,NonPeak,$10.35,$10.50
NSRA8,Africa - North,VE,Venezuela,NSRA to OCONUS,Peak,$12.21,$12.39
NSRA9,Africa - South,AR,Argentina,NSRA to OCONUS,NonPeak,$10.83,$17.59
NSRA9,Africa - South,AR,Argentina,NSRA to OCONUS,Peak,$12.78,$20.76
NSRA9,Africa - South,AS11,New South Wales/Australian Capital Territory,NSRA to OCONUS,NonPeak,$11.35,$12.03
NSRA9,Africa - South,AS11,New South Wales/Australian Capital Territory,NSRA to OCONUS,Peak,$13.39,$14.20
NSRA9,Africa - South,AS21,Northern Territory,NSRA to OCONUS,NonPeak,$11.82,$12.66
NSRA9,Africa - South,AS21,Northern Territory,NSRA to OCONUS,Peak,$13.95,$14.94
NSRA9,Africa - South,BA,Bahrain,NSRA to OCONUS,NonPeak,$8.88,$61.92
NSRA9,Africa - South,BA,Bahrain,NSRA to OCONUS,Peak,$10.48,$73.07
NSRA9,Africa - South,BE,Belgium,NSRA to OCONUS,NonPeak,$9.31,$47.93
NSRA9,Africa - South,BE,Belgium,NSRA to OCONUS,Peak,$10.99,$56.56
NSRA9,Africa - South,BL,Bolivia,NSRA to OCONUS,NonPeak,$9.77,$44.58
NSRA9,Africa - South,BL,Bolivia,NSRA to OCONUS,Peak,$11.53,$52.60
NSRA9,Africa - South,BR,Brazil - Brazilia,NSRA to OCONUS,NonPeak,$10.21,$61.80
NSRA9,Africa - South,BR,Brazil - Brazilia,NSRA to OCONUS,Peak,$12.05,$72.92
NSRA9,Africa - South,CA10,Ontario,NSRA to OCONUS,NonPeak,$10.65,$47.76
NSRA9,Africa - South,CA10,Ontario,NSRA to OCONUS,Peak,$12.57,$56.36
NSRA9,Africa - South,CA20,Quebec,NSRA to OCONUS,NonPeak,$51.01,$44.24
NSRA9,Africa - South,CA20,Quebec,NSRA to OCONUS,Peak,$60.19,$52.20
NSRA9,Africa - South,CA30,Manitoba,NSRA to OCONUS,NonPeak,$51.21,$61.92
NSRA9,Africa - South,CA30,Manitoba,NSRA to OCONUS,Peak,$60.43,$73.07
NSRA9,Africa - South,CI,Chile,NSRA to OCONUS,NonPeak,$51.55,$47.93
NSRA9,Africa - South,CI,Chile,NSRA to OCONUS,Peak,$60.83,$56.56
NSRA9,Africa - South,CO,Colombia,NSRA to OCONUS,NonPeak,$51.72,$44.58
NSRA9,Africa - South,CO,Colombia,NSRA to OCONUS,Peak,$61.03,$52.60
NSRA9,Africa - South,CS,Costa Rica,NSRA to OCONUS,NonPeak,$51.29,$61.80
NSRA9,Africa - South,CS,Costa Rica,NSRA to OCONUS,Peak,$60.52,$72.92
NSRA9,Africa - South,EC,Ecuador,NSRA to OCONUS,NonPeak,$47.93,$47.76
NSRA9,Africa - South,EC,Ecuador,NSRA to OCONUS,Peak,$56.56,$56.36
NSRA9,Africa - South,ES,El Salvador,NSRA to OCONUS,NonPeak,$47.42,$44.24
NSRA9,Africa - South,ES,El Salvador,NSRA to OCONUS,Peak,$55.96,$52.20
NSRA9,Africa - South,GE,Germany,NSRA to OCONUS,NonPeak,$48.21,$61.92
NSRA9,Africa - South,GE,Germany,NSRA to OCONUS,Peak,$56.89,$73.07
NSRA9,Africa - South,GQ,Guam,NSRA to OCONUS,NonPeak,$48.49,$47.93
NSRA9,Africa - South,GQ,Guam,NSRA to OCONUS,Peak,$57.22,$56.56
NSRA9,Africa - South,GR,Greece,NSRA to OCONUS,NonPeak,$48.72,$44.58
NSRA9,Africa - South,GR,Greece,NSRA to OCONUS,Peak,$57.49,$52.60
NSRA9,Africa - South,GR29,Crete,NSRA to OCONUS,NonPeak,$71.44,$43.94
NSRA9,Africa - South,GR29,Crete,NSRA to OCONUS,Peak,$84.30,$51.85
NSRA9,Africa - South,GT,Guatemala,NSRA to OCONUS,NonPeak,$71.61,$33.70
NSRA9,Africa - South,GT,Guatemala,NSRA to OCONUS,Peak,$84.50,$39.77
NSRA9,Africa - South,HO,Honduras,NSRA to OCONUS,NonPeak,$71.89,$31.29
NSRA9,Africa - South,HO,Honduras,NSRA to OCONUS,Peak,$84.83,$36.92
NSRA9,Africa - South,HU,Hungary,NSRA to OCONUS,NonPeak,$72.68,$44.05
NSRA9,Africa - South,HU,Hungary,NSRA to OCONUS,Peak,$85.76,$51.98
NSRA9,Africa - South,IT,Italy,NSRA to OCONUS,NonPeak,$15.28,$33.75
NSRA9,Africa - South,IT,Italy,NSRA to OCONUS,Peak,$18.03,$39.82
NSRA9,Africa - South,IT10,Sicily,NSRA to OCONUS,NonPeak,$16.05,$31.40
NSRA9,Africa - South,IT10,Sicily,NSRA to OCONUS,Peak,$18.94,$37.05
NSRA9,Africa - South,JA01,Japan-Central,NSRA to OCONUS,NonPeak,$16.80,$44.17
NSRA9,Africa - South,JA01,Japan-Central,NSRA to OCONUS,Peak,$19.82,$52.12
NSRA9,Africa - South,JA02,Japan-South (Excludes Hokkaido),NSRA to OCONUS,NonPeak,$17.57,$16.89
NSRA9,Africa - South,JA02,Japan-South (Excludes Hokkaido),NSRA to OCONUS,Peak,$20.73,$19.93
NSRA9,Africa - South,JA03,Japan-North,NSRA to OCONUS,NonPeak,$18.33,$11.66
NSRA9,Africa - South,JA03,Japan-North,NSRA to OCONUS,Peak,$21.63,$13.76
NSRA9,Africa - South,JA96,Okinawa,NSRA to OCONUS,NonPeak,$24.38,$10.16
NSRA9,Africa - South,JA96,Okinawa,NSRA to OCONUS,Peak,$28.77,$11.99
NSRA9,Africa - South,KS,"Korea, Republic Of",NSRA to OCONUS,NonPeak,$16.00,$16.98
NSRA9,Africa - South,KS,"Korea, Republic Of",NSRA to OCONUS,Peak,$18.88,$20.04
NSRA9,Africa - South,KU,Kuwait,NSRA to OCONUS,NonPeak,$27.63,$11.75
NSRA9,Africa - South,KU,Kuwait,NSRA to OCONUS,Peak,$32.60,$13.86
NSRA9,Africa - South,NL,Netherlands,NSRA to OCONUS,NonPeak,$29.28,$10.25
NSRA9,Africa - South,NL,Netherlands,NSRA to OCONUS,Peak,$34.55,$12.09
NSRA9,Africa - South,NO,Norway,NSRA to OCONUS,NonPeak,$30.90,$17.11
NSRA9,Africa - South,NO,Norway,NSRA to OCONUS,Peak,$36.46,$20.19
NSRA9,Africa - South,PA,Paraguay,NSRA to OCONUS,NonPeak,$10.35,$11.86
NSRA9,Africa - South,PA,Paraguay,NSRA to OCONUS,Peak,$12.21,$13.99
NSRA9,Africa - South,PE,Peru,NSRA to OCONUS,NonPeak,$10.83,$10.37
NSRA9,Africa - South,PE,Peru,NSRA to OCONUS,Peak,$12.78,$12.24
NSRA9,Africa - South,PL,Poland,NSRA to OCONUS,NonPeak,$11.35,$17.17
NSRA9,Africa - South,PL,Poland,NSRA to OCONUS,Peak,$13.39,$20.26
NSRA9,Africa - South,PO,Portugal,NSRA to OCONUS,NonPeak,$11.82,$10.50
NSRA9,Africa - South,PO,Portugal,NSRA to OCONUS,Peak,$13.95,$12.39
NSRA9,Africa - South,PO01,Azores,NSRA to OCONUS,NonPeak,$8.88,$17.59
NSRA9,Africa - South,PO01,Azores,NSRA to OCONUS,Peak,$10.48,$20.76
NSRA9,Africa - South,QA,Qatar,NSRA to OCONUS,NonPeak,$9.31,$12.03
NSRA9,Africa - South,QA,Qatar,NSRA to OCONUS,Peak,$10.99,$14.20
NSRA9,Africa - South,RO,Romania,NSRA to OCONUS,NonPeak,$9.77,$12.66
NSRA9,Africa - South,RO,Romania,NSRA to OCONUS,Peak,$11.53,$14.94
NSRA9,Africa - South,RQ,Puerto Rico,NSRA to OCONUS,NonPeak,$10.21,$61.92
NSRA9,Africa - South,RQ,Puerto Rico,NSRA to OCONUS,Peak,$12.05,$73.07
NSRA9,Africa - South,SA,Saudi Arabia,NSRA to OCONUS,NonPeak,$10.65,$47.93
NSRA9,Africa - South,SA,Saudi Arabia,NSRA to OCONUS,Peak,$12.57,$56.56
NSRA9,Africa - South,SN,Singapore,NSRA to OCONUS,NonPeak,$51.01,$44.58
NSRA9,Africa - South,SN,Singapore,NSRA to OCONUS,Peak,$60.19,$52.60
NSRA9,Africa - South,SP,Spain,NSRA to OCONUS,NonPeak,$51.21,$61.80
NSRA9,Africa - South,SP,Spain,NSRA to OCONUS,Peak,$60.43,$72.92
NSRA9,Africa - South,TU,Turkey,NSRA to OCONUS,NonPeak,$51.55,$47.76
NSRA9,Africa - South,TU,Turkey,NSRA to OCONUS,Peak,$60.83,$56.36
NSRA9,Africa - South,UK,United Kingdom,NSRA to OCONUS,NonPeak,$51.72,$44.24
NSRA9,Africa - South,UK,United Kingdom,NSRA to OCONUS,Peak,$61.03,$52.20
NSRA9,Africa - South,US8030400,Alaska (Zone) IV,NSRA to OCONUS,NonPeak,$51.29,$61.92
NSRA9,Africa - South,US8030400,Alaska (Zone) IV,NSRA to OCONUS,Peak,$60.52,$73.07
NSRA9,Africa - South,US8050500,Alaska (Zone) III,NSRA to OCONUS,NonPeak,$47.93,$47.93
NSRA9,Africa - South,US8050500,Alaska (Zone) III,NSRA to OCONUS,Peak,$56.56,$56.56
NSRA9,Africa - South,US8101000,Alaska (Zone) I,NSRA to OCONUS,NonPeak,$47.42,$44.58
NSRA9,Africa - South,US8101000,Alaska (Zone) I,NSRA to OCONUS,Peak,$55.96,$52.60
NSRA9,Africa - South,US8190100,Alaska (Zone) II,NSRA to OCONUS,NonPeak,$48.21,$61.80
NSRA9,Africa - South,US8190100,Alaska (Zone) II,NSRA to OCONUS,Peak,$56.89,$72.92
NSRA9,Africa - South,US89,Hawaii,NSRA to OCONUS,NonPeak,$48.49,$47.76
NSRA9,Africa - South,US89,Hawaii,NSRA to OCONUS,Peak,$57.22,$56.36
NSRA9,Africa - South,UY,Uruguay,NSRA to OCONUS,NonPeak,$48.72,$44.24
NSRA9,Africa - South,UY,Uruguay,NSRA to OCONUS,Peak,$57.49,$52.20
NSRA9,Africa - South,VE,Venezuela,NSRA to OCONUS,NonPeak,$71.44,$61.92
NSRA9,Africa - South,VE,Venezuela,NSRA to OCONUS,Peak,$84.30,$73.07
NSRA10,Middle East,AR,Argentina,NSRA to OCONUS,NonPeak,$71.61,$47.93
NSRA10,Middle East,AR,Argentina,NSRA to OCONUS,Peak,$84.50,$56.56
NSRA10,Middle East,AS11,New South Wales/Australian Capital Territory,NSRA to OCONUS,NonPeak,$71.89,$44.58
NSRA10,Middle East,AS11,New South Wales/Australian Capital Territory,NSRA to OCONUS,Peak,$84.83,$52.60
NSRA10,Middle East,AS21,Northern Territory,NSRA to OCONUS,NonPeak,$72.68,$43.94
NSRA10,Middle East,AS21,Northern Territory,NSRA to OCONUS,Peak,$85.76,$51.85
NSRA10,Middle East,BA,Bahrain,NSRA to OCONUS,NonPeak,$15.28,$33.70
NSRA10,Middle East,BA,Bahrain,NSRA to OCONUS,Peak,$18.03,$39.77
NSRA10,Middle East,BE,Belgium,NSRA to OCONUS,NonPeak,$16.05,$31.29
NSRA10,Middle East,BE,Belgium,NSRA to OCONUS,Peak,$18.94,$36.92
NSRA10,Middle East,BL,Bolivia,NSRA to OCONUS,NonPeak,$16.80,$44.05
NSRA10,Middle East,BL,Bolivia,NSRA to OCONUS,Peak,$19.82,$51.98
NSRA10,Middle East,BR,Brazil - Brazilia,NSRA to OCONUS,NonPeak,$17.57,$33.75
NSRA10,Middle East,BR,Brazil - Brazilia,NSRA to OCONUS,Peak,$20.73,$39.82
NSRA10,Middle East,CA10,Ontario,NSRA to OCONUS,NonPeak,$18.33,$31.40
NSRA10,Middle East,CA10,Ontario,NSRA to OCONUS,Peak,$21.63,$37.05
NSRA10,Middle East,CA20,Quebec,NSRA to OCONUS,NonPeak,$24.38,$44.17
NSRA10,Middle East,CA20,Quebec,NSRA to OCONUS,Peak,$28.77,$52.12
NSRA10,Middle East,CA30,Manitoba,NSRA to OCONUS,NonPeak,$16.00,$16.89
NSRA10,Middle East,CA30,Manitoba,NSRA to OCONUS,Peak,$18.88,$19.93
NSRA10,Middle East,CI,Chile,NSRA to OCONUS,NonPeak,$27.63,$11.66
NSRA10,Middle East,CI,Chile,NSRA to OCONUS,Peak,$32.60,$13.76
NSRA10,Middle East,CO,Colombia,NSRA to OCONUS,NonPeak,$29.28,$10.16
NSRA10,Middle East,CO,Colombia,NSRA to OCONUS,Peak,$34.55,$11.99
NSRA10,Middle East,CS,Costa Rica,NSRA to OCONUS,NonPeak,$30.90,$16.98
NSRA10,Middle East,CS,Costa Rica,NSRA to OCONUS,Peak,$36.46,$20.04
NSRA10,Middle East,EC,Ecuador,NSRA to OCONUS,NonPeak,$10.35,$11.75
NSRA10,Middle East,EC,Ecuador,NSRA to OCONUS,Peak,$12.21,$13.86
NSRA10,Middle East,ES,El Salvador,NSRA to OCONUS,NonPeak,$10.83,$10.25
NSRA10,Middle East,ES,El Salvador,NSRA to OCONUS,Peak,$12.78,$12.09
NSRA10,Middle East,GE,Germany,NSRA to OCONUS,NonPeak,$11.35,$17.11
NSRA10,Middle East,GE,Germany,NSRA to OCONUS,Peak,$13.39,$20.19
NSRA10,Middle East,GQ,Guam,NSRA to OCONUS,NonPeak,$11.82,$11.86
NSRA10,Middle East,GQ,Guam,NSRA to OCONUS,Peak,$13.95,$13.99
NSRA10,Middle East,GR,Greece,NSRA to OCONUS,NonPeak,$8.88,$10.37
NSRA10,Middle East,GR,Greece,NSRA to OCONUS,Peak,$10.48,$12.24
NSRA10,Middle East,GR29,Crete,NSRA to OCONUS,NonPeak,$9.31,$17.17
NSRA10,Middle East,GR29,Crete,NSRA to OCONUS,Peak,$10.99,$20.26
NSRA10,Middle East,GT,Guatemala,NSRA to OCONUS,NonPeak,$9.77,$10.50
NSRA10,Middle East,GT,Guatemala,NSRA to OCONUS,Peak,$11.53,$12.39
NSRA10,Middle East,HO,Honduras,NSRA to OCONUS,NonPeak,$10.21,$17.59
NSRA10,Middle East,HO,Honduras,NSRA to OCONUS,Peak,$12.05,$20.76
NSRA10,Middle East,HU,Hungary,NSRA to OCONUS,NonPeak,$10.65,$12.03
NSRA10,Middle East,HU,Hungary,NSRA to OCONUS,Peak,$12.57,$14.20
NSRA10,Middle East,IT,Italy,NSRA to OCONUS,NonPeak,$51.01,$12.66
NSRA10,Middle East,IT,Italy,NSRA to OCONUS,Peak,$60.19,$14.94
NSRA10,Middle East,IT10,Sicily,NSRA to OCONUS,NonPeak,$51.21,$61.92
NSRA10,Middle East,IT10,Sicily,NSRA to OCONUS,Peak,$60.43,$73.07
NSRA10,Middle East,JA01,Japan-Central,NSRA to OCONUS,NonPeak,$51.55,$47.93
NSRA10,Middle East,JA01,Japan-Central,NSRA to OCONUS,Peak,$60.83,$56.56
NSRA10,Middle East,JA02,Japan-South (Excludes Hokkaido),NSRA to OCONUS,NonPeak,$51.72,$44.58
NSRA10,Middle East,JA02,Japan-South (Excludes Hokkaido),NSRA to OCONUS,Peak,$61.03,$52.60
NSRA10,Middle East,JA03,Japan-North,NSRA to OCONUS,NonPeak,$51.29,$61.80
NSRA10,Middle East,JA03,Japan-North,NSRA to OCONUS,Peak,$60.52,$72.92
NSRA10,Middle East,JA96,Okinawa,NSRA to OCONUS,NonPeak,$47.93,$47.76
NSRA10,Middle East,JA96,Okinawa,NSRA to OCONUS,Peak,$56.56,$56.36
NSRA10,Middle East,KS,"Korea, Republic Of",NSRA to OCONUS,NonPeak,$47.42,$44.24
NSRA10,Middle East,KS,"Korea, Republic Of",NSRA to OCONUS,Peak,$55.96,$52.20
NSRA10,Middle East,KU,Kuwait,NSRA to OCONUS,NonPeak,$48.21,$61.92
NSRA10,Middle East,KU,Kuwait,NSRA to OCONUS,Peak,$56.89,$73.07
NSRA10,Middle East,NL,Netherlands,NSRA to OCONUS,NonPeak,$48.49,$47.93
NSRA10,Middle East,NL,Netherlands,NSRA to OCONUS,Peak,$57.22,$56.56
NSRA10,Middle East,NO,Norway,NSRA to OCONUS,NonPeak,$48.72,$44.58
NSRA10,Middle East,NO,Norway,NSRA to OCONUS,Peak,$57.49,$52.60
NSRA10,Middle East,PA,Paraguay,NSRA to OCONUS,NonPeak,$71.44,$61.80
NSRA10,Middle East,PA,Paraguay,NSRA to OCONUS,Peak,$84.30,$72.92
NSRA10,Middle East,PE,Peru,NSRA to OCONUS,NonPeak,$71.61,$47.76
NSRA10,Middle East,PE,Peru,NSRA to OCONUS,Peak,$84.50,$56.36
NSRA10,Middle East,PL,Poland,NSRA to OCONUS,NonPeak,$71.89,$44.24
NSRA10,Middle East,PL,Poland,NSRA to OCONUS,Peak,$84.83,$52.20
NSRA10,Middle East,PO,Portugal,NSRA to OCONUS,NonPeak,$72.68,$61.92
NSRA10,Middle East,PO,Portugal,NSRA to OCONUS,Peak,$85.76,$73.07
NSRA10,Middle East,PO01,Azores,NSRA to OCONUS,NonPeak,$15.28,$47.93
NSRA10,Middle East,PO01,Azores,NSRA to OCONUS,Peak,$18.03,$56.56
NSRA10,Middle East,QA,Qatar,NSRA to OCONUS,NonPeak,$16.05,$44.58
NSRA10,Middle East,QA,Qatar,NSRA to OCONUS,Peak,$18.94,$52.60
NSRA10,Middle East,RO,Romania,NSRA to OCONUS,NonPeak,$16.80,$43.94
NSRA10,Middle East,RO,Romania,NSRA to OCONUS,Peak,$19.82,$51.85
NSRA10,Middle East,RQ,Puerto Rico,NSRA to OCONUS,NonPeak,$17.57,$33.70
NSRA10,Middle East,RQ,Puerto Rico,NSRA to OCONUS,Peak,$20.73,$39.77
NSRA10,Middle East,SA,Saudi Arabia,NSRA to OCONUS,NonPeak,$18.33,$31.29
NSRA10,Middle East,SA,Saudi Arabia,NSRA to OCONUS,Peak,$21.63,$36.92
NSRA10,Middle East,SN,Singapore,NSRA to OCONUS,NonPeak,$24.38,$44.05
NSRA10,Middle East,SN,Singapore,NSRA to OCONUS,Peak,$28.77,$51.98
NSRA10,Middle East,SP,Spain,NSRA to OCONUS,NonPeak,$16.00,$33.75
NSRA10,Middle East,SP,Spain,NSRA to OCONUS,Peak,$18.88,$39.82
NSRA10,Middle East,TU,Turkey,NSRA to OCONUS,NonPeak,$27.63,$31.40
NSRA10,Middle East,TU,Turkey,NSRA to OCONUS,Peak,$32.60,$37.05
NSRA10,Middle East,UK,United Kingdom,NSRA to OCONUS,NonPeak,$29.28,$44.17
NSRA10,Middle East,UK,United Kingdom,NSRA to OCONUS,Peak,$34.55,$52.12
NSRA10,Middle East,US8030400,Alaska (Zone) IV,NSRA to OCONUS,NonPeak,$30.90,$16.89
NSRA10,Middle East,US8030400,Alaska (Zone) IV,NSRA to OCONUS,Peak,$36.46,$19.93
NSRA10,Middle East,US8050500,Alaska (Zone) III,NSRA to OCONUS,NonPeak,$10.35,$11.66
NSRA10,Middle East,US8050500,Alaska (Zone) III,NSRA to OCONUS,Peak,$12.21,$13.76
NSRA10,Middle East,US8101000,Alaska (Zone) I,NSRA to OCONUS,NonPeak,$10.83,$10.16
NSRA10,Middle East,US8101000,Alaska (Zone) I,NSRA to OCONUS,Peak,$12.78,$11.99
NSRA10,Middle East,US8190100,Alaska (Zone) II,NSRA to OCONUS,NonPeak,$11.35,$16.98
NSRA10,Middle East,US8190100,Alaska (Zone) II,NSRA to OCONUS,Peak,$13.39,$20.04
NSRA10,Middle East,US89,Hawaii,NSRA to OCONUS,NonPeak,$11.82,$11.75
NSRA10,Middle East,US89,Hawaii,NSRA to OCONUS,Peak,$13.95,$13.86
NSRA10,Middle East,UY,Uruguay,NSRA to OCONUS,NonPeak,$8.88,$10.25
NSRA10,Middle East,UY,Uruguay,NSRA to OCONUS,Peak,$10.48,$12.09
NSRA10,Middle East,VE,Venezuela,NSRA to OCONUS,NonPeak,$9.31,$17.11
NSRA10,Middle East,VE,Venezuela,NSRA to OCONUS,Peak,$10.99,$20.19
NSRA11,Asia,AR,Argentina,NSRA to OCONUS,NonPeak,$9.77,$11.86
NSRA11,Asia,AR,Argentina,NSRA to OCONUS,Peak,$11.53,$13.99
