Service Area Number,Origin Serivce Area,Service Schedule,Season,Weight Band ID,Lower Lbs,Upper Lbs,Lower Cwt,Upper Cwt,Mileage Range ID,Lower Miles,Upper Miles,Escalation Number,Rate
197,"Tampa, FL Metro",1,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,10.529
197,"Tampa, FL Metro",1,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,10.902
197,"Tampa, FL Metro",1,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,11.274
197,"Tampa, FL Metro",1,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,26.841
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.003
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.205
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.609
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.014
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.418
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,3.822
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.227
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,4.631
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.035
197,"Tampa, FL Metro",1,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,21.937
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,1,0,250,0,3.804
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.006
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,4.411
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,4.815
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.219
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,5.624
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.028
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.432
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,6.837
197,"Tampa, FL Metro",1,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,23.738
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,9.208
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,9.41
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,9.815
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,10.219
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,10.623
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.028
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,11.432
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,11.836
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,12.241
197,"Tampa, FL Metro",1,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,29.142
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,1.845
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.031
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.403
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,2.776
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.148
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,3.521
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,3.893
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.265
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,4.638
200,"Albany, GA",1,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,20.205
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,3.504
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,3.69
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.062
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,4.435
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,4.807
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,5.18
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,5.552
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,5.924
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,6.297
200,"Albany, GA",1,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,21.864
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,8.481
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,8.667
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,9.04
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,9.412
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,9.785
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,10.157
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,10.529
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,10.902
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,11.274
200,"Albany, GA",1,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,26.841
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.003
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.205
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.609
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.014
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.418
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,3.822
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.227
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,4.631
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.035
200,"Albany, GA",1,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,21.937
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,1,0,250,0,3.804
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.006
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,4.411
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,4.815
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.219
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,5.624
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.028
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.432
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,6.837
200,"Albany, GA",1,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,23.738
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,9.208
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,9.41
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,9.815
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,10.219
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,10.623
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.028
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,11.432
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,11.836
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,12.241
200,"Albany, GA",1,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,29.142
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,1.845
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.031
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.403
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,2.776
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.148
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,3.521
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,3.893
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.265
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,4.638
204,"Atlanta, GA",2,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,20.205
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,3.504
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,3.69
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.062
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,4.435
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,4.807
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,5.18
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,5.552
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,5.924
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,6.297
204,"Atlanta, GA",2,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,21.864
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,8.481
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,8.667
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,9.04
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,9.412
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,9.785
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,10.157
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,10.529
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,10.902
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,11.274
204,"Atlanta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,26.841
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.003
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.205
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.609
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.014
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.418
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,3.822
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.227
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,4.631
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.035
204,"Atlanta, GA",2,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,21.937
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,1,0,250,0,3.804
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.006
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,4.411
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,4.815
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.219
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,5.624
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.028
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.432
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,6.837
204,"Atlanta, GA",2,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,23.738
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,9.208
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,9.41
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,9.815
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,10.219
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,10.623
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.028
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,11.432
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,11.836
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,12.241
204,"Atlanta, GA",2,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,29.142
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.477
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.727
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,3.228
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.728
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,4.228
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.728
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,5.228
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,5.728
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,6.228
205,"Atlanta, GA Metro",2,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,27.132
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.705
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.955
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,5.455
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.955
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.455
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.956
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.456
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.956
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.456
205,"Atlanta, GA Metro",2,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,29.36
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,11.389
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,11.639
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.139
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,12.639
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.139
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,13.639
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.139
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,14.64
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.14
205,"Atlanta, GA Metro",2,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,36.044
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.583
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.843
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,3,501,1000,0,3.365
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.886
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,4.408
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.929
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,5.45
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.972
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,6.493
205,"Atlanta, GA Metro",2,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,28.287
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.905
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,2,251,500,0,5.166
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.687
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,6.209
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.73
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,7.252
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.773
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,8.294
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.816
205,"Atlanta, GA Metro",2,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,30.61
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,11.874
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,12.134
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.656
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,13.177
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.698
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,14.22
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.741
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,15.263
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.784
205,"Atlanta, GA Metro",2,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,37.578
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.477
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.727
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,3.228
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.728
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,4.228
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.728
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,5.228
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,5.728
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,6.228
208,"Augusta, GA",2,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,27.132
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.705
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.955
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,5.455
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.955
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.455
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.956
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.456
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.956
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.456
208,"Augusta, GA",2,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,29.36
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,11.389
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,11.639
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.139
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,12.639
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.139
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,13.639
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.139
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,14.64
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.14
208,"Augusta, GA",2,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,36.044
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.583
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.843
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,3,501,1000,0,3.365
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.886
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,4.408
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.929
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,5.45
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.972
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,6.493
208,"Augusta, GA",2,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,28.287
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.905
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,2,251,500,0,5.166
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.687
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,6.209
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.73
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,7.252
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.773
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,8.294
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.816
208,"Augusta, GA",2,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,30.61
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,11.874
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,12.134
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.656
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,13.177
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.698
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,14.22
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.741
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,15.263
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.784
208,"Augusta, GA",2,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,37.578
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.477
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.727
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,3.228
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.728
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,4.228
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.728
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,5.228
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,5.728
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,6.228
212,"Columbus, GA",1,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,27.132
212,"Columbus, GA",1,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.705
